#id	length	GC	avg.qual	sample
m64279e_220428_134527/264411/ccs	1472	55.23	36.76	4112_bc1008--bc1075
m64279e_220428_134527/264916/ccs	1472	55.30	37.65	4112_bc1008--bc1075
m64279e_220428_134527/328130/ccs	1472	55.23	63.66	4112_bc1008--bc1075
m64279e_220428_134527/328386/ccs	1474	51.09	63.84	4112_bc1008--bc1075
m64279e_220428_134527/328633/ccs	1498	53.07	84.84	4112_bc1008--bc1075
m64279e_220428_134527/329166/ccs	1472	53.74	91.55	4112_bc1008--bc1075
m64279e_220428_134527/329451/ccs	1474	51.09	92.33	4112_bc1008--bc1075
m64279e_220428_134527/329672/ccs	1476	50.81	25.21	4112_bc1008--bc1075
m64279e_220428_134527/329673/ccs	1464	54.64	26.25	4112_bc1008--bc1075
m64279e_220428_134527/329857/ccs	1474	51.09	92.91	4112_bc1008--bc1075
m64279e_220428_134527/329937/ccs	1508	52.98	49.57	4112_bc1008--bc1075
m64279e_220428_134527/330221/ccs	1473	53.84	37.17	4112_bc1008--bc1075
m64279e_220428_134527/393366/ccs	1464	54.78	92.94	4112_bc1008--bc1075
m64279e_220428_134527/393614/ccs	1464	54.78	36.58	4112_bc1008--bc1075
m64279e_220428_134527/394021/ccs	1472	55.23	79.21	4112_bc1008--bc1075
m64279e_220428_134527/394245/ccs	1471	54.72	21.73	4112_bc1008--bc1075
m64279e_220428_134527/394831/ccs	1458	54.32	47.47	4112_bc1008--bc1075
m64279e_220428_134527/395101/ccs	1458	54.39	51.64	4112_bc1008--bc1075
m64279e_220428_134527/395235/ccs	1474	53.80	30.21	4112_bc1008--bc1075
m64279e_220428_134527/395377/ccs	1472	55.16	93.00	4112_bc1008--bc1075
m64279e_220428_134527/395775/ccs	1474	50.95	21.16	4112_bc1008--bc1075
m64279e_220428_134527/395807/ccs	1464	54.78	64.63	4112_bc1008--bc1075
m64279e_220428_134527/459031/ccs	1498	53.07	93.00	4112_bc1008--bc1075
m64279e_220428_134527/459088/ccs	1474	53.73	45.74	4112_bc1008--bc1075
m64279e_220428_134527/459195/ccs	1464	54.85	59.46	4112_bc1008--bc1075
m64279e_220428_134527/459227/ccs	1474	51.09	55.41	4112_bc1008--bc1075
m64279e_220428_134527/459661/ccs	1474	53.73	26.23	4112_bc1008--bc1075
m64279e_220428_134527/459759/ccs	1498	52.94	27.36	4112_bc1008--bc1075
m64279e_220428_134527/460513/ccs	1483	54.01	39.78	4112_bc1008--bc1075
m64279e_220428_134527/460646/ccs	1474	51.09	49.47	4112_bc1008--bc1075
m64279e_220428_134527/460785/ccs	1462	53.56	20.77	4112_bc1008--bc1075
m64279e_220428_134527/461038/ccs	1469	55.00	20.51	4112_bc1008--bc1075
m64279e_220428_134527/461610/ccs	1498	53.07	92.65	4112_bc1008--bc1075
m64279e_220428_134527/524344/ccs	1464	54.99	37.45	4112_bc1008--bc1075
m64279e_220428_134527/524399/ccs	1472	53.80	83.20	4112_bc1008--bc1075
m64279e_220428_134527/524664/ccs	1472	53.67	78.67	4112_bc1008--bc1075
m64279e_220428_134527/525018/ccs	1483	54.08	91.91	4112_bc1008--bc1075
m64279e_220428_134527/525354/ccs	1474	51.02	26.42	4112_bc1008--bc1075
m64279e_220428_134527/525506/ccs	1471	54.93	22.86	4112_bc1008--bc1075
m64279e_220428_134527/526278/ccs	1480	52.50	20.53	4112_bc1008--bc1075
m64279e_220428_134527/590103/ccs	1464	54.92	91.12	4112_bc1008--bc1075
m64279e_220428_134527/590131/ccs	1464	54.85	92.72	4112_bc1008--bc1075
m64279e_220428_134527/590196/ccs	1472	53.74	54.64	4112_bc1008--bc1075
m64279e_220428_134527/590266/ccs	1472	55.23	49.85	4112_bc1008--bc1075
m64279e_220428_134527/590716/ccs	1477	51.05	23.43	4112_bc1008--bc1075
m64279e_220428_134527/591020/ccs	1473	55.33	40.99	4112_bc1008--bc1075
m64279e_220428_134527/591267/ccs	1498	53.07	60.75	4112_bc1008--bc1075
m64279e_220428_134527/591721/ccs	1472	55.23	79.01	4112_bc1008--bc1075
m64279e_220428_134527/591915/ccs	1504	52.66	21.26	4112_bc1008--bc1075
m64279e_220428_134527/592115/ccs	1472	55.23	62.91	4112_bc1008--bc1075
m64279e_220428_134527/655376/ccs	1473	50.98	41.12	4112_bc1008--bc1075
m64279e_220428_134527/655755/ccs	1464	54.78	93.00	4112_bc1008--bc1075
m64279e_220428_134527/655847/ccs	1482	53.44	24.20	4112_bc1008--bc1075
m64279e_220428_134527/655893/ccs	1474	51.09	92.89	4112_bc1008--bc1075
m64279e_220428_134527/656876/ccs	1459	54.35	38.64	4112_bc1008--bc1075
m64279e_220428_134527/657230/ccs	1471	54.93	25.70	4112_bc1008--bc1075
m64279e_220428_134527/657781/ccs	1471	55.20	33.48	4112_bc1008--bc1075
m64279e_220428_134527/658022/ccs	1474	51.09	33.49	4112_bc1008--bc1075
m64279e_220428_134527/658030/ccs	1472	55.23	92.94	4112_bc1008--bc1075
m64279e_220428_134527/658046/ccs	1472	55.30	93.00	4112_bc1008--bc1075
m64279e_220428_134527/658146/ccs	1472	55.30	83.36	4112_bc1008--bc1075
m64279e_220428_134527/720917/ccs	1480	51.15	24.42	4112_bc1008--bc1075
m64279e_220428_134527/720929/ccs	1474	51.02	93.00	4112_bc1008--bc1075
m64279e_220428_134527/721015/ccs	1472	55.30	57.82	4112_bc1008--bc1075
m64279e_220428_134527/721641/ccs	1483	54.01	81.27	4112_bc1008--bc1075
m64279e_220428_134527/721913/ccs	1464	54.85	93.00	4112_bc1008--bc1075
m64279e_220428_134527/721930/ccs	1474	51.09	39.53	4112_bc1008--bc1075
m64279e_220428_134527/722234/ccs	1458	54.32	56.71	4112_bc1008--bc1075
m64279e_220428_134527/722556/ccs	1464	54.85	93.00	4112_bc1008--bc1075
m64279e_220428_134527/722712/ccs	1472	53.80	93.00	4112_bc1008--bc1075
m64279e_220428_134527/723271/ccs	1482	54.05	34.43	4112_bc1008--bc1075
m64279e_220428_134527/786470/ccs	1464	54.85	93.00	4112_bc1008--bc1075
m64279e_220428_134527/786867/ccs	1464	54.99	60.48	4112_bc1008--bc1075
m64279e_220428_134527/787311/ccs	1474	51.02	30.67	4112_bc1008--bc1075
m64279e_220428_134527/787480/ccs	1474	51.09	73.91	4112_bc1008--bc1075
m64279e_220428_134527/787532/ccs	1464	54.99	38.42	4112_bc1008--bc1075
m64279e_220428_134527/788521/ccs	1472	53.74	38.53	4112_bc1008--bc1075
m64279e_220428_134527/788791/ccs	1472	55.23	31.35	4112_bc1008--bc1075
m64279e_220428_134527/789124/ccs	1483	54.01	93.00	4112_bc1008--bc1075
m64279e_220428_134527/789239/ccs	1472	55.30	93.00	4112_bc1008--bc1075
m64279e_220428_134527/852558/ccs	1472	55.23	55.54	4112_bc1008--bc1075
m64279e_220428_134527/852648/ccs	1467	54.87	26.83	4112_bc1008--bc1075
m64279e_220428_134527/853062/ccs	1464	54.85	33.92	4112_bc1008--bc1075
m64279e_220428_134527/853173/ccs	1464	54.85	92.98	4112_bc1008--bc1075
m64279e_220428_134527/853540/ccs	1472	53.74	70.45	4112_bc1008--bc1075
m64279e_220428_134527/853862/ccs	1470	55.10	25.62	4112_bc1008--bc1075
m64279e_220428_134527/853977/ccs	1510	53.18	23.36	4112_bc1008--bc1075
m64279e_220428_134527/854636/ccs	1474	51.09	45.07	4112_bc1008--bc1075
m64279e_220428_134527/854805/ccs	1473	55.19	37.67	4112_bc1008--bc1075
m64279e_220428_134527/917597/ccs	1472	55.23	93.00	4112_bc1008--bc1075
m64279e_220428_134527/919336/ccs	1474	51.09	92.99	4112_bc1008--bc1075
m64279e_220428_134527/919373/ccs	1472	55.16	70.50	4112_bc1008--bc1075
m64279e_220428_134527/919595/ccs	1465	54.74	27.86	4112_bc1008--bc1075
m64279e_220428_134527/919923/ccs	1472	55.23	67.98	4112_bc1008--bc1075
m64279e_220428_134527/919987/ccs	1472	53.67	25.39	4112_bc1008--bc1075
m64279e_220428_134527/920267/ccs	1468	53.81	23.57	4112_bc1008--bc1075
m64279e_220428_134527/983393/ccs	1474	51.02	60.21	4112_bc1008--bc1075
m64279e_220428_134527/983978/ccs	1464	54.92	46.97	4112_bc1008--bc1075
m64279e_220428_134527/984117/ccs	1474	50.95	48.55	4112_bc1008--bc1075
m64279e_220428_134527/984359/ccs	1496	53.14	27.13	4112_bc1008--bc1075
m64279e_220428_134527/984649/ccs	1483	54.01	81.38	4112_bc1008--bc1075
m64279e_220428_134527/985001/ccs	1474	55.22	30.30	4112_bc1008--bc1075
m64279e_220428_134527/985358/ccs	1474	51.09	93.00	4112_bc1008--bc1075
m64279e_220428_134527/985765/ccs	1464	54.99	89.80	4112_bc1008--bc1075
m64279e_220428_134527/1048583/ccs	1464	54.78	84.92	4112_bc1008--bc1075
m64279e_220428_134527/1048817/ccs	1463	54.89	54.14	4112_bc1008--bc1075
m64279e_220428_134527/1049448/ccs	1474	51.09	48.47	4112_bc1008--bc1075
m64279e_220428_134527/1049501/ccs	1472	53.74	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1049523/ccs	1473	50.98	40.53	4112_bc1008--bc1075
m64279e_220428_134527/1049993/ccs	1474	51.09	75.10	4112_bc1008--bc1075
m64279e_220428_134527/1050018/ccs	1458	54.32	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1050504/ccs	1463	54.68	27.83	4112_bc1008--bc1075
m64279e_220428_134527/1050573/ccs	1472	55.23	65.07	4112_bc1008--bc1075
m64279e_220428_134527/1050940/ccs	1472	53.74	30.58	4112_bc1008--bc1075
m64279e_220428_134527/1051010/ccs	1481	53.95	34.84	4112_bc1008--bc1075
m64279e_220428_134527/1051304/ccs	1472	55.16	92.77	4112_bc1008--bc1075
m64279e_220428_134527/1114805/ccs	1498	53.07	91.46	4112_bc1008--bc1075
m64279e_220428_134527/1114855/ccs	1483	54.01	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1114866/ccs	1464	54.85	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1114980/ccs	1472	53.80	31.93	4112_bc1008--bc1075
m64279e_220428_134527/1115119/ccs	1474	51.09	74.09	4112_bc1008--bc1075
m64279e_220428_134527/1115140/ccs	1464	54.78	74.35	4112_bc1008--bc1075
m64279e_220428_134527/1115643/ccs	1470	55.37	24.68	4112_bc1008--bc1075
m64279e_220428_134527/1116776/ccs	1474	51.15	79.49	4112_bc1008--bc1075
m64279e_220428_134527/1116815/ccs	1473	55.19	42.49	4112_bc1008--bc1075
m64279e_220428_134527/1179695/ccs	1472	55.23	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1179884/ccs	1472	55.23	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1180391/ccs	1457	54.36	32.89	4112_bc1008--bc1075
m64279e_220428_134527/1180637/ccs	1483	54.01	49.44	4112_bc1008--bc1075
m64279e_220428_134527/1180779/ccs	1464	54.92	42.42	4112_bc1008--bc1075
m64279e_220428_134527/1181039/ccs	1471	55.20	29.22	4112_bc1008--bc1075
m64279e_220428_134527/1181098/ccs	1498	52.94	53.41	4112_bc1008--bc1075
m64279e_220428_134527/1181302/ccs	1470	55.17	43.71	4112_bc1008--bc1075
m64279e_220428_134527/1181391/ccs	1472	55.23	35.68	4112_bc1008--bc1075
m64279e_220428_134527/1181533/ccs	1480	50.95	20.81	4112_bc1008--bc1075
m64279e_220428_134527/1181593/ccs	1482	53.98	71.04	4112_bc1008--bc1075
m64279e_220428_134527/1181818/ccs	1472	53.74	63.31	4112_bc1008--bc1075
m64279e_220428_134527/1182105/ccs	1474	51.09	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1182161/ccs	1508	52.98	36.70	4112_bc1008--bc1075
m64279e_220428_134527/1182457/ccs	1498	52.87	52.67	4112_bc1008--bc1075
m64279e_220428_134527/1245281/ccs	1479	54.97	22.66	4112_bc1008--bc1075
m64279e_220428_134527/1245302/ccs	1464	54.85	84.06	4112_bc1008--bc1075
m64279e_220428_134527/1245493/ccs	1472	53.74	59.41	4112_bc1008--bc1075
m64279e_220428_134527/1245536/ccs	1470	55.17	30.36	4112_bc1008--bc1075
m64279e_220428_134527/1245783/ccs	1478	53.99	20.15	4112_bc1008--bc1075
m64279e_220428_134527/1246906/ccs	1465	54.88	37.50	4112_bc1008--bc1075
m64279e_220428_134527/1247109/ccs	1483	54.01	43.84	4112_bc1008--bc1075
m64279e_220428_134527/1247254/ccs	1464	54.85	72.50	4112_bc1008--bc1075
m64279e_220428_134527/1247426/ccs	1472	55.37	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1247598/ccs	1472	53.74	43.99	4112_bc1008--bc1075
m64279e_220428_134527/1247621/ccs	1464	54.85	86.52	4112_bc1008--bc1075
m64279e_220428_134527/1247899/ccs	1472	53.80	91.96	4112_bc1008--bc1075
m64279e_220428_134527/1247930/ccs	1474	51.02	31.86	4112_bc1008--bc1075
m64279e_220428_134527/1248070/ccs	1472	55.16	57.68	4112_bc1008--bc1075
m64279e_220428_134527/1310896/ccs	1508	52.98	39.31	4112_bc1008--bc1075
m64279e_220428_134527/1311134/ccs	1499	53.10	37.76	4112_bc1008--bc1075
m64279e_220428_134527/1311219/ccs	1483	54.01	92.99	4112_bc1008--bc1075
m64279e_220428_134527/1311295/ccs	1470	55.03	33.90	4112_bc1008--bc1075
m64279e_220428_134527/1311786/ccs	1464	54.71	71.11	4112_bc1008--bc1075
m64279e_220428_134527/1312278/ccs	1474	51.02	65.59	4112_bc1008--bc1075
m64279e_220428_134527/1312476/ccs	1464	54.99	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1312584/ccs	1464	54.99	92.94	4112_bc1008--bc1075
m64279e_220428_134527/1312992/ccs	1464	54.85	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1313420/ccs	1464	54.85	37.01	4112_bc1008--bc1075
m64279e_220428_134527/1313540/ccs	1464	54.99	78.99	4112_bc1008--bc1075
m64279e_220428_134527/1313621/ccs	1472	53.80	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1313630/ccs	1472	55.16	40.66	4112_bc1008--bc1075
m64279e_220428_134527/1376514/ccs	1472	53.74	45.67	4112_bc1008--bc1075
m64279e_220428_134527/1376581/ccs	1483	53.81	41.55	4112_bc1008--bc1075
m64279e_220428_134527/1376647/ccs	1472	55.30	92.94	4112_bc1008--bc1075
m64279e_220428_134527/1376815/ccs	1472	53.80	88.68	4112_bc1008--bc1075
m64279e_220428_134527/1376897/ccs	1474	51.02	72.13	4112_bc1008--bc1075
m64279e_220428_134527/1377040/ccs	1474	51.02	92.96	4112_bc1008--bc1075
m64279e_220428_134527/1378089/ccs	1472	55.23	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1378200/ccs	1471	53.84	44.67	4112_bc1008--bc1075
m64279e_220428_134527/1378234/ccs	1472	53.74	30.73	4112_bc1008--bc1075
m64279e_220428_134527/1378471/ccs	1474	51.09	67.67	4112_bc1008--bc1075
m64279e_220428_134527/1378711/ccs	1472	55.23	46.14	4112_bc1008--bc1075
m64279e_220428_134527/1378941/ccs	1474	51.09	54.69	4112_bc1008--bc1075
m64279e_220428_134527/1379067/ccs	1472	53.67	42.68	4112_bc1008--bc1075
m64279e_220428_134527/1379166/ccs	1472	53.74	92.11	4112_bc1008--bc1075
m64279e_220428_134527/1442008/ccs	1470	55.17	28.83	4112_bc1008--bc1075
m64279e_220428_134527/1442273/ccs	1483	53.94	31.56	4112_bc1008--bc1075
m64279e_220428_134527/1442680/ccs	1472	53.74	82.92	4112_bc1008--bc1075
m64279e_220428_134527/1442712/ccs	1498	53.07	92.68	4112_bc1008--bc1075
m64279e_220428_134527/1442775/ccs	1474	51.02	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1442854/ccs	1472	55.23	34.42	4112_bc1008--bc1075
m64279e_220428_134527/1442906/ccs	1464	54.85	65.36	4112_bc1008--bc1075
m64279e_220428_134527/1443091/ccs	1497	52.97	30.90	4112_bc1008--bc1075
m64279e_220428_134527/1443158/ccs	1472	55.23	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1443269/ccs	1472	55.23	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1444224/ccs	1472	55.23	92.99	4112_bc1008--bc1075
m64279e_220428_134527/1444272/ccs	1499	53.10	38.05	4112_bc1008--bc1075
m64279e_220428_134527/1444583/ccs	1461	54.76	22.28	4112_bc1008--bc1075
m64279e_220428_134527/1444680/ccs	1464	54.92	91.36	4112_bc1008--bc1075
m64279e_220428_134527/1507343/ccs	1472	55.23	41.67	4112_bc1008--bc1075
m64279e_220428_134527/1507394/ccs	1483	53.88	80.90	4112_bc1008--bc1075
m64279e_220428_134527/1508199/ccs	1464	54.85	35.65	4112_bc1008--bc1075
m64279e_220428_134527/1508728/ccs	1471	53.77	35.62	4112_bc1008--bc1075
m64279e_220428_134527/1508988/ccs	1471	55.20	69.60	4112_bc1008--bc1075
m64279e_220428_134527/1509343/ccs	1472	55.23	32.12	4112_bc1008--bc1075
m64279e_220428_134527/1509459/ccs	1504	53.19	27.57	4112_bc1008--bc1075
m64279e_220428_134527/1509769/ccs	1483	54.01	87.37	4112_bc1008--bc1075
m64279e_220428_134527/1509850/ccs	1458	54.32	42.63	4112_bc1008--bc1075
m64279e_220428_134527/1510053/ccs	1472	55.16	43.31	4112_bc1008--bc1075
m64279e_220428_134527/1573116/ccs	1472	55.30	37.07	4112_bc1008--bc1075
m64279e_220428_134527/1573486/ccs	1463	54.82	70.61	4112_bc1008--bc1075
m64279e_220428_134527/1573613/ccs	1475	51.12	28.64	4112_bc1008--bc1075
m64279e_220428_134527/1573716/ccs	1472	55.30	84.08	4112_bc1008--bc1075
m64279e_220428_134527/1573720/ccs	1472	55.16	66.64	4112_bc1008--bc1075
m64279e_220428_134527/1573747/ccs	1465	54.68	22.89	4112_bc1008--bc1075
m64279e_220428_134527/1573749/ccs	1483	54.01	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1574068/ccs	1472	53.80	54.68	4112_bc1008--bc1075
m64279e_220428_134527/1574376/ccs	1503	52.89	23.98	4112_bc1008--bc1075
m64279e_220428_134527/1574400/ccs	1464	54.85	90.31	4112_bc1008--bc1075
m64279e_220428_134527/1574887/ccs	1459	53.12	22.04	4112_bc1008--bc1075
m64279e_220428_134527/1575297/ccs	1474	51.09	59.31	4112_bc1008--bc1075
m64279e_220428_134527/1575405/ccs	1458	54.32	45.61	4112_bc1008--bc1075
m64279e_220428_134527/1575448/ccs	1472	55.23	87.31	4112_bc1008--bc1075
m64279e_220428_134527/1575610/ccs	1472	55.30	68.43	4112_bc1008--bc1075
m64279e_220428_134527/1639102/ccs	1483	53.94	88.67	4112_bc1008--bc1075
m64279e_220428_134527/1639228/ccs	1474	51.15	28.77	4112_bc1008--bc1075
m64279e_220428_134527/1639537/ccs	1474	51.02	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1639725/ccs	1472	55.16	82.81	4112_bc1008--bc1075
m64279e_220428_134527/1640514/ccs	1464	54.92	49.63	4112_bc1008--bc1075
m64279e_220428_134527/1640571/ccs	1485	55.29	27.80	4112_bc1008--bc1075
m64279e_220428_134527/1640816/ccs	1472	55.16	61.35	4112_bc1008--bc1075
m64279e_220428_134527/1640844/ccs	1472	55.30	41.54	4112_bc1008--bc1075
m64279e_220428_134527/1640889/ccs	1464	54.85	57.66	4112_bc1008--bc1075
m64279e_220428_134527/1703973/ccs	1474	51.15	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1704496/ccs	1472	55.16	29.09	4112_bc1008--bc1075
m64279e_220428_134527/1704559/ccs	1474	53.80	26.74	4112_bc1008--bc1075
m64279e_220428_134527/1704781/ccs	1464	54.85	77.76	4112_bc1008--bc1075
m64279e_220428_134527/1705051/ccs	1464	54.99	35.80	4112_bc1008--bc1075
m64279e_220428_134527/1705432/ccs	1473	53.84	30.41	4112_bc1008--bc1075
m64279e_220428_134527/1705729/ccs	1483	53.94	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1706078/ccs	1458	54.32	56.80	4112_bc1008--bc1075
m64279e_220428_134527/1706241/ccs	1483	50.98	25.63	4112_bc1008--bc1075
m64279e_220428_134527/1706327/ccs	1475	54.03	21.79	4112_bc1008--bc1075
m64279e_220428_134527/1769474/ccs	1470	50.95	29.14	4112_bc1008--bc1075
m64279e_220428_134527/1769485/ccs	1478	51.01	38.17	4112_bc1008--bc1075
m64279e_220428_134527/1769932/ccs	1477	53.83	23.01	4112_bc1008--bc1075
m64279e_220428_134527/1769969/ccs	1472	55.10	21.77	4112_bc1008--bc1075
m64279e_220428_134527/1770384/ccs	1473	51.12	34.68	4112_bc1008--bc1075
m64279e_220428_134527/1770525/ccs	1498	52.94	92.88	4112_bc1008--bc1075
m64279e_220428_134527/1770845/ccs	1464	54.92	36.49	4112_bc1008--bc1075
m64279e_220428_134527/1771120/ccs	1464	54.85	54.44	4112_bc1008--bc1075
m64279e_220428_134527/1771164/ccs	1464	54.85	79.45	4112_bc1008--bc1075
m64279e_220428_134527/1771282/ccs	1474	51.02	36.31	4112_bc1008--bc1075
m64279e_220428_134527/1771335/ccs	1464	54.85	49.81	4112_bc1008--bc1075
m64279e_220428_134527/1771685/ccs	1473	50.92	23.43	4112_bc1008--bc1075
m64279e_220428_134527/1772327/ccs	1464	54.78	42.75	4112_bc1008--bc1075
m64279e_220428_134527/1836197/ccs	1472	53.80	92.78	4112_bc1008--bc1075
m64279e_220428_134527/1836237/ccs	1472	55.30	60.62	4112_bc1008--bc1075
m64279e_220428_134527/1836410/ccs	1472	55.23	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1836765/ccs	1471	55.27	73.86	4112_bc1008--bc1075
m64279e_220428_134527/1836782/ccs	1473	51.05	34.27	4112_bc1008--bc1075
m64279e_220428_134527/1836847/ccs	1462	54.79	27.40	4112_bc1008--bc1075
m64279e_220428_134527/1837349/ccs	1464	54.78	53.60	4112_bc1008--bc1075
m64279e_220428_134527/1837472/ccs	1464	54.78	41.18	4112_bc1008--bc1075
m64279e_220428_134527/1837817/ccs	1470	53.81	40.07	4112_bc1008--bc1075
m64279e_220428_134527/1900614/ccs	1483	54.01	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1900657/ccs	1498	53.07	35.56	4112_bc1008--bc1075
m64279e_220428_134527/1901057/ccs	1472	55.23	65.67	4112_bc1008--bc1075
m64279e_220428_134527/1901358/ccs	1473	51.05	26.62	4112_bc1008--bc1075
m64279e_220428_134527/1901535/ccs	1475	53.83	29.56	4112_bc1008--bc1075
m64279e_220428_134527/1901827/ccs	1498	53.07	73.56	4112_bc1008--bc1075
m64279e_220428_134527/1901862/ccs	1474	51.09	92.00	4112_bc1008--bc1075
m64279e_220428_134527/1902475/ccs	1464	54.85	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1902553/ccs	1478	51.08	26.88	4112_bc1008--bc1075
m64279e_220428_134527/1903213/ccs	1483	54.01	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1903423/ccs	1471	55.20	78.52	4112_bc1008--bc1075
m64279e_220428_134527/1903449/ccs	1472	55.23	89.55	4112_bc1008--bc1075
m64279e_220428_134527/1966131/ccs	1464	54.85	93.00	4112_bc1008--bc1075
m64279e_220428_134527/1966449/ccs	1476	51.08	23.06	4112_bc1008--bc1075
m64279e_220428_134527/1966469/ccs	1470	55.17	31.42	4112_bc1008--bc1075
