#id	length	GC	avg.qual	sample
m64279e_221001_075606/66282/ccs	1473	54.24	91.45	4296_bc1022--bc1060
m64279e_221001_075606/66315/ccs	1458	54.94	37.79	4296_bc1022--bc1060
m64279e_221001_075606/66369/ccs	1453	54.51	30.32	4296_bc1022--bc1060
m64279e_221001_075606/66411/ccs	1458	54.32	35.59	4296_bc1022--bc1060
m64279e_221001_075606/66567/ccs	1472	55.16	93.00	4296_bc1022--bc1060
m64279e_221001_075606/66620/ccs	1472	53.74	92.65	4296_bc1022--bc1060
m64279e_221001_075606/66622/ccs	1474	53.73	53.42	4296_bc1022--bc1060
m64279e_221001_075606/66649/ccs	1472	53.74	93.00	4296_bc1022--bc1060
m64279e_221001_075606/67026/ccs	1472	55.30	56.42	4296_bc1022--bc1060
m64279e_221001_075606/67347/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/67403/ccs	1478	52.77	26.35	4296_bc1022--bc1060
m64279e_221001_075606/67566/ccs	1468	54.02	23.59	4296_bc1022--bc1060
m64279e_221001_075606/67692/ccs	1483	53.94	93.00	4296_bc1022--bc1060
m64279e_221001_075606/67797/ccs	1481	53.95	35.12	4296_bc1022--bc1060
m64279e_221001_075606/68025/ccs	1463	54.96	33.78	4296_bc1022--bc1060
m64279e_221001_075606/68156/ccs	1465	54.88	33.52	4296_bc1022--bc1060
m64279e_221001_075606/68355/ccs	1472	53.80	87.09	4296_bc1022--bc1060
m64279e_221001_075606/68416/ccs	1474	51.09	46.68	4296_bc1022--bc1060
m64279e_221001_075606/131317/ccs	1472	51.09	27.26	4296_bc1022--bc1060
m64279e_221001_075606/131365/ccs	1462	54.17	23.54	4296_bc1022--bc1060
m64279e_221001_075606/131518/ccs	1473	51.12	28.68	4296_bc1022--bc1060
m64279e_221001_075606/131757/ccs	1464	54.85	88.11	4296_bc1022--bc1060
m64279e_221001_075606/131867/ccs	1472	55.16	88.41	4296_bc1022--bc1060
m64279e_221001_075606/132197/ccs	1471	55.13	38.68	4296_bc1022--bc1060
m64279e_221001_075606/132340/ccs	1464	54.78	93.00	4296_bc1022--bc1060
m64279e_221001_075606/132381/ccs	1485	51.45	34.18	4296_bc1022--bc1060
m64279e_221001_075606/132461/ccs	1499	53.04	53.38	4296_bc1022--bc1060
m64279e_221001_075606/132469/ccs	1466	54.57	27.66	4296_bc1022--bc1060
m64279e_221001_075606/132584/ccs	1484	54.11	25.78	4296_bc1022--bc1060
m64279e_221001_075606/132653/ccs	1462	54.72	39.52	4296_bc1022--bc1060
m64279e_221001_075606/132829/ccs	1472	55.23	92.72	4296_bc1022--bc1060
m64279e_221001_075606/133220/ccs	1479	51.45	30.69	4296_bc1022--bc1060
m64279e_221001_075606/133380/ccs	1474	55.22	35.67	4296_bc1022--bc1060
m64279e_221001_075606/133458/ccs	1464	54.78	39.66	4296_bc1022--bc1060
m64279e_221001_075606/133588/ccs	1464	54.85	92.82	4296_bc1022--bc1060
m64279e_221001_075606/133658/ccs	1472	55.23	44.66	4296_bc1022--bc1060
m64279e_221001_075606/133677/ccs	1472	55.30	72.64	4296_bc1022--bc1060
m64279e_221001_075606/133902/ccs	1462	54.86	23.28	4296_bc1022--bc1060
m64279e_221001_075606/133950/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/196671/ccs	1472	53.80	92.99	4296_bc1022--bc1060
m64279e_221001_075606/196701/ccs	1472	51.22	22.83	4296_bc1022--bc1060
m64279e_221001_075606/196896/ccs	1485	55.15	30.69	4296_bc1022--bc1060
m64279e_221001_075606/196958/ccs	1455	54.50	20.45	4296_bc1022--bc1060
m64279e_221001_075606/197158/ccs	1483	53.81	32.71	4296_bc1022--bc1060
m64279e_221001_075606/197419/ccs	1483	54.01	63.62	4296_bc1022--bc1060
m64279e_221001_075606/197620/ccs	1483	54.69	92.97	4296_bc1022--bc1060
m64279e_221001_075606/197728/ccs	1483	54.01	93.00	4296_bc1022--bc1060
m64279e_221001_075606/198040/ccs	1478	54.06	25.39	4296_bc1022--bc1060
m64279e_221001_075606/198124/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/198226/ccs	1483	54.01	93.00	4296_bc1022--bc1060
m64279e_221001_075606/198229/ccs	1478	53.59	32.18	4296_bc1022--bc1060
m64279e_221001_075606/198249/ccs	1474	51.02	91.55	4296_bc1022--bc1060
m64279e_221001_075606/198332/ccs	1464	54.85	33.89	4296_bc1022--bc1060
m64279e_221001_075606/198480/ccs	1473	55.26	39.85	4296_bc1022--bc1060
m64279e_221001_075606/198576/ccs	1498	52.07	27.77	4296_bc1022--bc1060
m64279e_221001_075606/198646/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/198745/ccs	1473	51.73	22.13	4296_bc1022--bc1060
m64279e_221001_075606/198857/ccs	1485	51.78	30.34	4296_bc1022--bc1060
m64279e_221001_075606/199021/ccs	1478	54.33	23.36	4296_bc1022--bc1060
m64279e_221001_075606/199259/ccs	1472	53.80	93.00	4296_bc1022--bc1060
m64279e_221001_075606/199394/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/262445/ccs	1464	55.67	29.99	4296_bc1022--bc1060
m64279e_221001_075606/262726/ccs	1463	54.55	20.83	4296_bc1022--bc1060
m64279e_221001_075606/262766/ccs	1478	54.06	25.29	4296_bc1022--bc1060
m64279e_221001_075606/263016/ccs	1472	53.80	82.03	4296_bc1022--bc1060
m64279e_221001_075606/263080/ccs	1473	51.05	28.91	4296_bc1022--bc1060
m64279e_221001_075606/263245/ccs	1464	54.85	74.59	4296_bc1022--bc1060
m64279e_221001_075606/263305/ccs	1466	54.91	43.51	4296_bc1022--bc1060
m64279e_221001_075606/263393/ccs	1470	55.24	35.56	4296_bc1022--bc1060
m64279e_221001_075606/263415/ccs	1473	51.05	30.42	4296_bc1022--bc1060
m64279e_221001_075606/263492/ccs	1498	53.07	40.12	4296_bc1022--bc1060
m64279e_221001_075606/263550/ccs	1472	53.80	41.67	4296_bc1022--bc1060
m64279e_221001_075606/263704/ccs	1485	54.81	21.56	4296_bc1022--bc1060
m64279e_221001_075606/263867/ccs	1475	54.58	40.59	4296_bc1022--bc1060
m64279e_221001_075606/263880/ccs	1500	53.13	34.91	4296_bc1022--bc1060
m64279e_221001_075606/263928/ccs	1464	54.99	90.23	4296_bc1022--bc1060
m64279e_221001_075606/264022/ccs	1472	55.23	92.92	4296_bc1022--bc1060
m64279e_221001_075606/264040/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/264556/ccs	1492	51.74	33.49	4296_bc1022--bc1060
m64279e_221001_075606/264565/ccs	1474	51.09	92.94	4296_bc1022--bc1060
m64279e_221001_075606/264791/ccs	1506	52.99	29.08	4296_bc1022--bc1060
m64279e_221001_075606/265048/ccs	1483	54.55	28.58	4296_bc1022--bc1060
m64279e_221001_075606/327861/ccs	1464	54.78	31.28	4296_bc1022--bc1060
m64279e_221001_075606/328120/ccs	1458	54.32	92.86	4296_bc1022--bc1060
m64279e_221001_075606/328209/ccs	1465	54.95	33.75	4296_bc1022--bc1060
m64279e_221001_075606/328339/ccs	1472	51.15	36.63	4296_bc1022--bc1060
m64279e_221001_075606/328661/ccs	1471	55.27	81.70	4296_bc1022--bc1060
m64279e_221001_075606/328710/ccs	1464	54.78	93.00	4296_bc1022--bc1060
m64279e_221001_075606/328915/ccs	1474	53.26	93.00	4296_bc1022--bc1060
m64279e_221001_075606/328928/ccs	1500	53.87	25.39	4296_bc1022--bc1060
m64279e_221001_075606/328987/ccs	1464	54.85	90.31	4296_bc1022--bc1060
m64279e_221001_075606/329272/ccs	1472	55.16	93.00	4296_bc1022--bc1060
m64279e_221001_075606/329296/ccs	1464	54.85	72.10	4296_bc1022--bc1060
m64279e_221001_075606/329519/ccs	1464	54.71	91.70	4296_bc1022--bc1060
m64279e_221001_075606/329578/ccs	1464	54.85	92.31	4296_bc1022--bc1060
m64279e_221001_075606/329687/ccs	1472	53.80	93.00	4296_bc1022--bc1060
m64279e_221001_075606/329693/ccs	1475	51.46	23.01	4296_bc1022--bc1060
m64279e_221001_075606/329998/ccs	1487	53.67	32.50	4296_bc1022--bc1060
m64279e_221001_075606/330162/ccs	1481	55.10	26.52	4296_bc1022--bc1060
m64279e_221001_075606/330238/ccs	1498	53.07	92.95	4296_bc1022--bc1060
m64279e_221001_075606/330362/ccs	1458	54.32	50.77	4296_bc1022--bc1060
m64279e_221001_075606/330390/ccs	1486	55.32	22.69	4296_bc1022--bc1060
m64279e_221001_075606/330435/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/393298/ccs	1465	54.95	43.48	4296_bc1022--bc1060
m64279e_221001_075606/393517/ccs	1475	51.12	92.41	4296_bc1022--bc1060
m64279e_221001_075606/393737/ccs	1474	55.22	34.33	4296_bc1022--bc1060
m64279e_221001_075606/393767/ccs	1498	53.07	93.00	4296_bc1022--bc1060
m64279e_221001_075606/393820/ccs	1495	53.78	30.14	4296_bc1022--bc1060
m64279e_221001_075606/393831/ccs	1472	55.23	93.00	4296_bc1022--bc1060
m64279e_221001_075606/393990/ccs	1464	54.85	79.90	4296_bc1022--bc1060
m64279e_221001_075606/394213/ccs	1479	51.12	33.23	4296_bc1022--bc1060
m64279e_221001_075606/394413/ccs	1494	53.41	44.69	4296_bc1022--bc1060
m64279e_221001_075606/394421/ccs	1458	54.32	93.00	4296_bc1022--bc1060
m64279e_221001_075606/394543/ccs	1470	54.97	28.12	4296_bc1022--bc1060
m64279e_221001_075606/394573/ccs	1485	53.67	21.87	4296_bc1022--bc1060
m64279e_221001_075606/394715/ccs	1503	54.56	20.55	4296_bc1022--bc1060
m64279e_221001_075606/394908/ccs	1473	54.72	26.23	4296_bc1022--bc1060
m64279e_221001_075606/395223/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/395453/ccs	1472	51.09	39.60	4296_bc1022--bc1060
m64279e_221001_075606/395601/ccs	1478	51.15	23.29	4296_bc1022--bc1060
m64279e_221001_075606/395758/ccs	1471	51.12	90.11	4296_bc1022--bc1060
m64279e_221001_075606/395885/ccs	1474	54.82	20.73	4296_bc1022--bc1060
m64279e_221001_075606/396098/ccs	1474	51.09	92.95	4296_bc1022--bc1060
m64279e_221001_075606/458762/ccs	1474	52.04	87.85	4296_bc1022--bc1060
m64279e_221001_075606/458870/ccs	1472	53.74	45.68	4296_bc1022--bc1060
m64279e_221001_075606/459158/ccs	1472	55.30	93.00	4296_bc1022--bc1060
m64279e_221001_075606/459206/ccs	1468	53.54	23.48	4296_bc1022--bc1060
m64279e_221001_075606/459302/ccs	1475	51.19	51.66	4296_bc1022--bc1060
m64279e_221001_075606/459372/ccs	1473	54.79	33.70	4296_bc1022--bc1060
m64279e_221001_075606/459381/ccs	1469	55.21	34.92	4296_bc1022--bc1060
m64279e_221001_075606/459426/ccs	1464	54.92	93.00	4296_bc1022--bc1060
m64279e_221001_075606/459608/ccs	1483	54.01	92.99	4296_bc1022--bc1060
m64279e_221001_075606/459612/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/459747/ccs	1477	51.12	34.21	4296_bc1022--bc1060
m64279e_221001_075606/459865/ccs	1473	53.84	36.67	4296_bc1022--bc1060
m64279e_221001_075606/459902/ccs	1470	52.79	24.05	4296_bc1022--bc1060
m64279e_221001_075606/459956/ccs	1474	51.09	47.57	4296_bc1022--bc1060
m64279e_221001_075606/460063/ccs	1464	54.78	42.39	4296_bc1022--bc1060
m64279e_221001_075606/460130/ccs	1464	54.99	57.61	4296_bc1022--bc1060
m64279e_221001_075606/460187/ccs	1475	51.05	38.60	4296_bc1022--bc1060
m64279e_221001_075606/460493/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/460521/ccs	1472	53.74	93.00	4296_bc1022--bc1060
m64279e_221001_075606/461059/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/461079/ccs	1471	53.77	38.65	4296_bc1022--bc1060
m64279e_221001_075606/461181/ccs	1472	52.45	33.99	4296_bc1022--bc1060
m64279e_221001_075606/461234/ccs	1473	51.05	33.71	4296_bc1022--bc1060
m64279e_221001_075606/461247/ccs	1474	51.09	65.50	4296_bc1022--bc1060
m64279e_221001_075606/461261/ccs	1496	53.01	25.63	4296_bc1022--bc1060
m64279e_221001_075606/461315/ccs	1472	53.80	93.00	4296_bc1022--bc1060
m64279e_221001_075606/461413/ccs	1469	54.73	20.72	4296_bc1022--bc1060
m64279e_221001_075606/461423/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/461486/ccs	1472	53.80	93.00	4296_bc1022--bc1060
m64279e_221001_075606/461501/ccs	1464	54.92	93.00	4296_bc1022--bc1060
m64279e_221001_075606/461614/ccs	1472	53.74	53.68	4296_bc1022--bc1060
m64279e_221001_075606/461633/ccs	1462	54.38	26.94	4296_bc1022--bc1060
m64279e_221001_075606/524391/ccs	1498	52.67	93.00	4296_bc1022--bc1060
m64279e_221001_075606/525005/ccs	1471	55.27	72.21	4296_bc1022--bc1060
m64279e_221001_075606/525221/ccs	1483	54.01	93.00	4296_bc1022--bc1060
m64279e_221001_075606/525315/ccs	1472	55.16	92.97	4296_bc1022--bc1060
m64279e_221001_075606/525477/ccs	1482	54.99	31.33	4296_bc1022--bc1060
m64279e_221001_075606/525499/ccs	1464	54.85	37.85	4296_bc1022--bc1060
m64279e_221001_075606/525779/ccs	1475	53.83	33.89	4296_bc1022--bc1060
m64279e_221001_075606/525846/ccs	1505	52.96	70.75	4296_bc1022--bc1060
m64279e_221001_075606/525868/ccs	1479	51.05	36.60	4296_bc1022--bc1060
m64279e_221001_075606/525913/ccs	1466	54.91	56.66	4296_bc1022--bc1060
m64279e_221001_075606/525954/ccs	1475	50.98	49.69	4296_bc1022--bc1060
m64279e_221001_075606/526132/ccs	1464	54.99	34.47	4296_bc1022--bc1060
m64279e_221001_075606/526375/ccs	1466	54.77	22.65	4296_bc1022--bc1060
m64279e_221001_075606/526445/ccs	1480	52.43	30.27	4296_bc1022--bc1060
m64279e_221001_075606/526695/ccs	1470	55.17	30.33	4296_bc1022--bc1060
m64279e_221001_075606/527019/ccs	1473	54.11	27.41	4296_bc1022--bc1060
m64279e_221001_075606/527021/ccs	1496	50.47	27.35	4296_bc1022--bc1060
m64279e_221001_075606/590075/ccs	1472	53.80	93.00	4296_bc1022--bc1060
m64279e_221001_075606/590304/ccs	1458	54.32	93.00	4296_bc1022--bc1060
m64279e_221001_075606/590310/ccs	1442	50.42	30.23	4296_bc1022--bc1060
m64279e_221001_075606/590400/ccs	1529	51.60	23.49	4296_bc1022--bc1060
m64279e_221001_075606/590448/ccs	1466	54.77	31.76	4296_bc1022--bc1060
m64279e_221001_075606/590505/ccs	1474	51.02	90.36	4296_bc1022--bc1060
m64279e_221001_075606/590506/ccs	1464	55.26	60.63	4296_bc1022--bc1060
m64279e_221001_075606/590578/ccs	1484	53.50	25.66	4296_bc1022--bc1060
m64279e_221001_075606/590815/ccs	1497	53.44	43.73	4296_bc1022--bc1060
m64279e_221001_075606/590990/ccs	1475	53.97	22.22	4296_bc1022--bc1060
m64279e_221001_075606/591218/ccs	1482	55.40	21.48	4296_bc1022--bc1060
m64279e_221001_075606/591220/ccs	1463	54.82	40.24	4296_bc1022--bc1060
m64279e_221001_075606/591334/ccs	1489	52.45	39.26	4296_bc1022--bc1060
m64279e_221001_075606/591397/ccs	1469	53.71	25.91	4296_bc1022--bc1060
m64279e_221001_075606/591476/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/591534/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/592007/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/592218/ccs	1489	52.92	22.67	4296_bc1022--bc1060
m64279e_221001_075606/592222/ccs	1483	54.01	33.29	4296_bc1022--bc1060
m64279e_221001_075606/592286/ccs	1472	55.10	38.69	4296_bc1022--bc1060
m64279e_221001_075606/592606/ccs	1499	52.97	51.19	4296_bc1022--bc1060
m64279e_221001_075606/592665/ccs	1464	54.99	93.00	4296_bc1022--bc1060
m64279e_221001_075606/655364/ccs	1472	53.67	93.00	4296_bc1022--bc1060
m64279e_221001_075606/655663/ccs	1465	54.74	32.74	4296_bc1022--bc1060
m64279e_221001_075606/655692/ccs	1471	51.05	29.59	4296_bc1022--bc1060
m64279e_221001_075606/655714/ccs	1472	51.09	55.68	4296_bc1022--bc1060
m64279e_221001_075606/655937/ccs	1472	55.16	93.00	4296_bc1022--bc1060
m64279e_221001_075606/656020/ccs	1462	55.27	28.43	4296_bc1022--bc1060
m64279e_221001_075606/656066/ccs	1520	53.82	27.85	4296_bc1022--bc1060
m64279e_221001_075606/656240/ccs	1494	54.15	26.15	4296_bc1022--bc1060
m64279e_221001_075606/656520/ccs	1492	54.76	29.07	4296_bc1022--bc1060
m64279e_221001_075606/656835/ccs	1476	55.28	26.80	4296_bc1022--bc1060
m64279e_221001_075606/656873/ccs	1473	50.98	24.44	4296_bc1022--bc1060
m64279e_221001_075606/656910/ccs	1471	55.20	32.97	4296_bc1022--bc1060
m64279e_221001_075606/656916/ccs	1465	55.02	25.16	4296_bc1022--bc1060
m64279e_221001_075606/657091/ccs	1489	51.85	22.73	4296_bc1022--bc1060
m64279e_221001_075606/657386/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/657878/ccs	1480	54.12	24.08	4296_bc1022--bc1060
m64279e_221001_075606/657902/ccs	1458	54.32	93.00	4296_bc1022--bc1060
m64279e_221001_075606/657962/ccs	1472	55.30	51.67	4296_bc1022--bc1060
m64279e_221001_075606/657990/ccs	1464	54.99	47.23	4296_bc1022--bc1060
m64279e_221001_075606/658271/ccs	1457	53.40	24.49	4296_bc1022--bc1060
m64279e_221001_075606/721081/ccs	1468	53.75	34.58	4296_bc1022--bc1060
m64279e_221001_075606/721104/ccs	1471	55.34	54.67	4296_bc1022--bc1060
m64279e_221001_075606/721109/ccs	1472	53.80	55.64	4296_bc1022--bc1060
m64279e_221001_075606/721351/ccs	1469	55.21	39.64	4296_bc1022--bc1060
m64279e_221001_075606/721448/ccs	1485	52.59	26.41	4296_bc1022--bc1060
m64279e_221001_075606/721584/ccs	1483	54.01	92.33	4296_bc1022--bc1060
m64279e_221001_075606/721685/ccs	1461	55.03	31.79	4296_bc1022--bc1060
m64279e_221001_075606/721837/ccs	1472	55.30	41.67	4296_bc1022--bc1060
m64279e_221001_075606/721960/ccs	1463	54.82	36.05	4296_bc1022--bc1060
m64279e_221001_075606/722027/ccs	1474	51.02	91.49	4296_bc1022--bc1060
m64279e_221001_075606/722311/ccs	1486	54.10	29.58	4296_bc1022--bc1060
m64279e_221001_075606/722426/ccs	1498	52.87	93.00	4296_bc1022--bc1060
m64279e_221001_075606/722903/ccs	1517	54.52	22.59	4296_bc1022--bc1060
m64279e_221001_075606/722910/ccs	1464	54.85	93.00	4296_bc1022--bc1060
m64279e_221001_075606/723227/ccs	1484	52.56	26.29	4296_bc1022--bc1060
m64279e_221001_075606/723435/ccs	1466	54.71	33.19	4296_bc1022--bc1060
m64279e_221001_075606/723574/ccs	1498	53.07	93.00	4296_bc1022--bc1060
m64279e_221001_075606/723739/ccs	1472	55.23	61.59	4296_bc1022--bc1060
m64279e_221001_075606/723751/ccs	1457	54.29	35.23	4296_bc1022--bc1060
m64279e_221001_075606/723756/ccs	1478	52.37	29.17	4296_bc1022--bc1060
m64279e_221001_075606/723795/ccs	1493	53.45	26.35	4296_bc1022--bc1060
m64279e_221001_075606/786589/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/786755/ccs	1499	53.04	38.10	4296_bc1022--bc1060
m64279e_221001_075606/786841/ccs	1473	55.33	93.00	4296_bc1022--bc1060
m64279e_221001_075606/787836/ccs	1478	51.49	34.04	4296_bc1022--bc1060
m64279e_221001_075606/787861/ccs	1472	55.30	41.71	4296_bc1022--bc1060
m64279e_221001_075606/787863/ccs	1458	54.32	93.00	4296_bc1022--bc1060
m64279e_221001_075606/787904/ccs	1496	52.74	21.68	4296_bc1022--bc1060
m64279e_221001_075606/787996/ccs	1481	53.81	27.08	4296_bc1022--bc1060
m64279e_221001_075606/788177/ccs	1497	53.04	92.89	4296_bc1022--bc1060
m64279e_221001_075606/788389/ccs	1502	52.93	31.89	4296_bc1022--bc1060
m64279e_221001_075606/788435/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/788457/ccs	1466	54.91	32.74	4296_bc1022--bc1060
m64279e_221001_075606/788565/ccs	1465	55.02	31.98	4296_bc1022--bc1060
m64279e_221001_075606/788604/ccs	1472	55.23	93.00	4296_bc1022--bc1060
m64279e_221001_075606/788716/ccs	1482	52.90	28.43	4296_bc1022--bc1060
m64279e_221001_075606/788796/ccs	1472	55.23	93.00	4296_bc1022--bc1060
m64279e_221001_075606/789065/ccs	1464	55.05	42.66	4296_bc1022--bc1060
m64279e_221001_075606/852023/ccs	1461	54.89	27.00	4296_bc1022--bc1060
m64279e_221001_075606/852124/ccs	1472	55.23	93.00	4296_bc1022--bc1060
m64279e_221001_075606/852139/ccs	1498	53.07	92.92	4296_bc1022--bc1060
m64279e_221001_075606/852218/ccs	1465	54.95	38.14	4296_bc1022--bc1060
m64279e_221001_075606/852340/ccs	1472	50.95	35.42	4296_bc1022--bc1060
m64279e_221001_075606/852353/ccs	1458	55.14	21.47	4296_bc1022--bc1060
m64279e_221001_075606/852742/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/852746/ccs	1464	53.96	39.61	4296_bc1022--bc1060
m64279e_221001_075606/852899/ccs	1472	55.23	37.68	4296_bc1022--bc1060
m64279e_221001_075606/852912/ccs	1472	53.80	38.50	4296_bc1022--bc1060
m64279e_221001_075606/852994/ccs	1492	53.08	29.48	4296_bc1022--bc1060
m64279e_221001_075606/853010/ccs	1498	53.07	93.00	4296_bc1022--bc1060
m64279e_221001_075606/853021/ccs	1464	54.92	41.57	4296_bc1022--bc1060
m64279e_221001_075606/853040/ccs	1473	55.33	23.48	4296_bc1022--bc1060
m64279e_221001_075606/853559/ccs	1464	54.99	62.65	4296_bc1022--bc1060
m64279e_221001_075606/853719/ccs	1498	53.07	87.31	4296_bc1022--bc1060
m64279e_221001_075606/854496/ccs	1472	55.30	93.00	4296_bc1022--bc1060
m64279e_221001_075606/854772/ccs	1473	55.19	90.31	4296_bc1022--bc1060
m64279e_221001_075606/854774/ccs	1474	51.02	93.00	4296_bc1022--bc1060
m64279e_221001_075606/854875/ccs	1476	53.93	25.85	4296_bc1022--bc1060
m64279e_221001_075606/917592/ccs	1465	54.88	37.37	4296_bc1022--bc1060
m64279e_221001_075606/917694/ccs	1463	55.30	25.39	4296_bc1022--bc1060
m64279e_221001_075606/918082/ccs	1473	55.19	53.68	4296_bc1022--bc1060
m64279e_221001_075606/918166/ccs	1483	54.01	70.71	4296_bc1022--bc1060
m64279e_221001_075606/918228/ccs	1467	54.81	37.58	4296_bc1022--bc1060
m64279e_221001_075606/918347/ccs	1474	51.09	35.63	4296_bc1022--bc1060
m64279e_221001_075606/918510/ccs	1481	54.90	27.70	4296_bc1022--bc1060
m64279e_221001_075606/918541/ccs	1498	53.07	93.00	4296_bc1022--bc1060
m64279e_221001_075606/918627/ccs	1473	55.40	25.47	4296_bc1022--bc1060
m64279e_221001_075606/918822/ccs	1483	54.01	93.00	4296_bc1022--bc1060
m64279e_221001_075606/918905/ccs	1474	51.09	93.00	4296_bc1022--bc1060
m64279e_221001_075606/919126/ccs	1473	54.24	39.64	4296_bc1022--bc1060
m64279e_221001_075606/919639/ccs	1475	51.12	90.32	4296_bc1022--bc1060
m64279e_221001_075606/919700/ccs	1490	55.10	23.29	4296_bc1022--bc1060
m64279e_221001_075606/919975/ccs	1469	55.14	31.35	4296_bc1022--bc1060
m64279e_221001_075606/920138/ccs	1472	55.23	48.66	4296_bc1022--bc1060
m64279e_221001_075606/920223/ccs	1473	55.26	41.30	4296_bc1022--bc1060
m64279e_221001_075606/920325/ccs	1472	55.37	38.46	4296_bc1022--bc1060
m64279e_221001_075606/983041/ccs	1487	53.40	22.18	4296_bc1022--bc1060
m64279e_221001_075606/983125/ccs	1475	50.98	90.69	4296_bc1022--bc1060
m64279e_221001_075606/983132/ccs	1478	53.72	22.19	4296_bc1022--bc1060
m64279e_221001_075606/983175/ccs	1467	54.81	26.72	4296_bc1022--bc1060
m64279e_221001_075606/983242/ccs	1473	55.13	60.68	4296_bc1022--bc1060
m64279e_221001_075606/983368/ccs	1458	54.32	93.00	4296_bc1022--bc1060
m64279e_221001_075606/983417/ccs	1474	51.02	93.00	4296_bc1022--bc1060
m64279e_221001_075606/983442/ccs	1464	54.78	72.21	4296_bc1022--bc1060
m64279e_221001_075606/983771/ccs	1476	54.40	32.26	4296_bc1022--bc1060
m64279e_221001_075606/983926/ccs	1472	55.23	93.00	4296_bc1022--bc1060
m64279e_221001_075606/983949/ccs	1458	54.32	93.00	4296_bc1022--bc1060
m64279e_221001_075606/984313/ccs	1476	51.02	88.60	4296_bc1022--bc1060
m64279e_221001_075606/984345/ccs	1462	54.79	32.64	4296_bc1022--bc1060
m64279e_221001_075606/984579/ccs	1496	52.41	43.37	4296_bc1022--bc1060
m64279e_221001_075606/984727/ccs	1464	54.85	51.86	4296_bc1022--bc1060
