#id	length	GC	avg.qual	sample
m64279e_220930_115600/1572948/ccs	1473	55.26	29.24	4285_bc1022--bc1107
m64279e_220930_115600/1572967/ccs	1474	51.09	41.91	4285_bc1022--bc1107
m64279e_220930_115600/1573203/ccs	1518	53.16	21.97	4285_bc1022--bc1107
m64279e_220930_115600/1573451/ccs	1472	53.67	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1573528/ccs	1474	51.09	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1573649/ccs	1472	51.15	31.76	4285_bc1022--bc1107
m64279e_220930_115600/1574016/ccs	1472	53.80	37.67	4285_bc1022--bc1107
m64279e_220930_115600/1574341/ccs	1474	51.02	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1574342/ccs	1498	53.07	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1574429/ccs	1475	51.05	30.14	4285_bc1022--bc1107
m64279e_220930_115600/1574618/ccs	1498	53.07	58.75	4285_bc1022--bc1107
m64279e_220930_115600/1575690/ccs	1464	54.85	48.66	4285_bc1022--bc1107
m64279e_220930_115600/1638605/ccs	1471	55.20	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1638874/ccs	1480	54.12	29.42	4285_bc1022--bc1107
m64279e_220930_115600/1639155/ccs	1474	51.02	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1639378/ccs	1461	54.76	28.97	4285_bc1022--bc1107
m64279e_220930_115600/1640282/ccs	1472	53.80	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1640986/ccs	1464	54.85	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1641182/ccs	1464	54.85	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1704167/ccs	1467	54.81	23.62	4285_bc1022--bc1107
m64279e_220930_115600/1704338/ccs	1458	54.32	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1705005/ccs	1474	51.02	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1705080/ccs	1464	54.85	53.09	4285_bc1022--bc1107
m64279e_220930_115600/1705461/ccs	1472	53.74	59.68	4285_bc1022--bc1107
m64279e_220930_115600/1705566/ccs	1463	54.75	70.63	4285_bc1022--bc1107
m64279e_220930_115600/1705569/ccs	1472	55.30	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1705669/ccs	1498	52.87	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1705700/ccs	1464	54.71	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1705970/ccs	1465	54.88	92.75	4285_bc1022--bc1107
m64279e_220930_115600/1706071/ccs	1464	54.64	36.37	4285_bc1022--bc1107
m64279e_220930_115600/1769864/ccs	1472	55.23	34.13	4285_bc1022--bc1107
m64279e_220930_115600/1770530/ccs	1498	53.07	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1771203/ccs	1474	51.09	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1771970/ccs	1464	54.78	76.56	4285_bc1022--bc1107
m64279e_220930_115600/1771974/ccs	1464	54.99	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1772207/ccs	1498	53.00	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1835849/ccs	1472	55.23	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1835890/ccs	1472	55.23	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1835981/ccs	1472	55.23	40.68	4285_bc1022--bc1107
m64279e_220930_115600/1836024/ccs	1472	53.80	59.46	4285_bc1022--bc1107
m64279e_220930_115600/1836902/ccs	1464	54.71	60.65	4285_bc1022--bc1107
m64279e_220930_115600/1837269/ccs	1472	53.80	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1837546/ccs	1483	53.67	25.69	4285_bc1022--bc1107
m64279e_220930_115600/1901202/ccs	1472	55.30	83.68	4285_bc1022--bc1107
m64279e_220930_115600/1901621/ccs	1471	55.20	22.19	4285_bc1022--bc1107
m64279e_220930_115600/1901632/ccs	1517	52.41	26.83	4285_bc1022--bc1107
m64279e_220930_115600/1902066/ccs	1483	51.05	31.34	4285_bc1022--bc1107
m64279e_220930_115600/1902104/ccs	1464	54.85	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1902206/ccs	1472	53.74	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1902633/ccs	1465	54.95	37.84	4285_bc1022--bc1107
m64279e_220930_115600/1966158/ccs	1484	54.11	25.96	4285_bc1022--bc1107
m64279e_220930_115600/1966362/ccs	1472	55.30	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1966756/ccs	1472	53.74	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1966819/ccs	1472	55.16	93.00	4285_bc1022--bc1107
m64279e_220930_115600/1967346/ccs	1472	55.23	85.77	4285_bc1022--bc1107
m64279e_220930_115600/1967440/ccs	1472	55.23	92.89	4285_bc1022--bc1107
m64279e_220930_115600/1967734/ccs	1474	51.09	43.68	4285_bc1022--bc1107
m64279e_220930_115600/1968546/ccs	1464	54.85	69.64	4285_bc1022--bc1107
m64279e_220930_115600/1968945/ccs	1469	51.19	28.05	4285_bc1022--bc1107
m64279e_220930_115600/2031631/ccs	1472	53.74	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2032232/ccs	1472	55.23	92.97	4285_bc1022--bc1107
m64279e_220930_115600/2032456/ccs	1508	52.98	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2032545/ccs	1466	54.77	41.66	4285_bc1022--bc1107
m64279e_220930_115600/2033093/ccs	1475	51.05	37.69	4285_bc1022--bc1107
m64279e_220930_115600/2033173/ccs	1472	55.30	52.27	4285_bc1022--bc1107
m64279e_220930_115600/2033942/ccs	1464	54.85	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2034382/ccs	1467	54.94	36.64	4285_bc1022--bc1107
m64279e_220930_115600/2034408/ccs	1483	54.01	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2097375/ccs	1472	53.74	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2097416/ccs	1498	53.07	57.09	4285_bc1022--bc1107
m64279e_220930_115600/2097777/ccs	1474	51.02	29.93	4285_bc1022--bc1107
m64279e_220930_115600/2097884/ccs	1474	51.09	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2098010/ccs	1464	54.85	39.89	4285_bc1022--bc1107
m64279e_220930_115600/2098247/ccs	1498	53.07	92.39	4285_bc1022--bc1107
m64279e_220930_115600/2098486/ccs	1474	51.09	34.02	4285_bc1022--bc1107
m64279e_220930_115600/2098779/ccs	1473	53.77	92.65	4285_bc1022--bc1107
m64279e_220930_115600/2099057/ccs	1472	54.48	28.35	4285_bc1022--bc1107
m64279e_220930_115600/2099223/ccs	1472	55.16	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2099770/ccs	1472	53.74	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2099859/ccs	1475	51.12	35.24	4285_bc1022--bc1107
m64279e_220930_115600/2163040/ccs	1464	54.85	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2163383/ccs	1464	54.78	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2163915/ccs	1483	54.01	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2164280/ccs	1472	53.74	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2165002/ccs	1483	54.01	64.69	4285_bc1022--bc1107
m64279e_220930_115600/2165323/ccs	1498	53.07	92.75	4285_bc1022--bc1107
m64279e_220930_115600/2165420/ccs	1472	55.30	69.87	4285_bc1022--bc1107
m64279e_220930_115600/2228339/ccs	1474	51.09	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2228591/ccs	1478	53.65	27.95	4285_bc1022--bc1107
m64279e_220930_115600/2228679/ccs	1483	54.01	79.51	4285_bc1022--bc1107
m64279e_220930_115600/2229277/ccs	1464	54.85	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2229325/ccs	1472	55.16	90.75	4285_bc1022--bc1107
m64279e_220930_115600/2229516/ccs	1463	54.41	29.96	4285_bc1022--bc1107
m64279e_220930_115600/2229917/ccs	1471	55.13	55.41	4285_bc1022--bc1107
m64279e_220930_115600/2230161/ccs	1472	53.80	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2230627/ccs	1472	55.23	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2230933/ccs	1498	52.94	27.57	4285_bc1022--bc1107
m64279e_220930_115600/2231059/ccs	1464	54.85	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2294069/ccs	1472	53.67	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2294353/ccs	1469	55.21	24.58	4285_bc1022--bc1107
m64279e_220930_115600/2295414/ccs	1483	54.01	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2295771/ccs	1483	54.01	66.66	4285_bc1022--bc1107
m64279e_220930_115600/2296162/ccs	1498	53.07	92.95	4285_bc1022--bc1107
m64279e_220930_115600/2296552/ccs	1463	54.82	44.95	4285_bc1022--bc1107
m64279e_220930_115600/2296660/ccs	1470	50.95	45.85	4285_bc1022--bc1107
m64279e_220930_115600/2359879/ccs	1471	55.20	31.25	4285_bc1022--bc1107
m64279e_220930_115600/2360064/ccs	1495	53.04	21.95	4285_bc1022--bc1107
m64279e_220930_115600/2360759/ccs	1471	55.20	37.56	4285_bc1022--bc1107
m64279e_220930_115600/2360808/ccs	1484	53.98	34.71	4285_bc1022--bc1107
m64279e_220930_115600/2361508/ccs	1498	53.00	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2361966/ccs	1472	55.10	40.76	4285_bc1022--bc1107
m64279e_220930_115600/2424872/ccs	1465	55.49	27.93	4285_bc1022--bc1107
m64279e_220930_115600/2425704/ccs	1483	54.01	93.00	4285_bc1022--bc1107
m64279e_220930_115600/2426345/ccs	1497	53.77	26.64	4285_bc1022--bc1107
m64279e_220930_115600/2427023/ccs	1474	51.09	91.73	4285_bc1022--bc1107
m64279e_220930_115600/2427087/ccs	1465	54.88	43.66	4285_bc1022--bc1107
