#id	length	GC	avg.qual	sample
m64279e_220504_001439/461033/ccs	1487	54.47	25.70	4128_bc1005--bc1107
m64279e_220504_001439/461382/ccs	1458	54.32	93.00	4128_bc1005--bc1107
m64279e_220504_001439/524717/ccs	1475	52.00	21.59	4128_bc1005--bc1107
m64279e_220504_001439/524970/ccs	1464	54.85	42.01	4128_bc1005--bc1107
m64279e_220504_001439/525850/ccs	1464	54.85	77.40	4128_bc1005--bc1107
m64279e_220504_001439/526493/ccs	1463	54.89	37.44	4128_bc1005--bc1107
m64279e_220504_001439/526559/ccs	1473	54.79	28.85	4128_bc1005--bc1107
m64279e_220504_001439/526753/ccs	1472	55.16	24.60	4128_bc1005--bc1107
m64279e_220504_001439/527061/ccs	1485	54.21	29.82	4128_bc1005--bc1107
m64279e_220504_001439/527084/ccs	1470	54.08	37.00	4128_bc1005--bc1107
m64279e_220504_001439/590583/ccs	1472	53.80	26.21	4128_bc1005--bc1107
m64279e_220504_001439/590708/ccs	1473	53.70	29.65	4128_bc1005--bc1107
m64279e_220504_001439/590813/ccs	1472	52.38	39.14	4128_bc1005--bc1107
m64279e_220504_001439/590816/ccs	1464	54.78	86.54	4128_bc1005--bc1107
m64279e_220504_001439/590830/ccs	1476	51.22	29.76	4128_bc1005--bc1107
m64279e_220504_001439/590850/ccs	1464	54.85	92.46	4128_bc1005--bc1107
m64279e_220504_001439/592090/ccs	1499	53.10	38.08	4128_bc1005--bc1107
m64279e_220504_001439/592298/ccs	1472	55.23	54.29	4128_bc1005--bc1107
m64279e_220504_001439/592490/ccs	1484	55.12	21.39	4128_bc1005--bc1107
m64279e_220504_001439/592686/ccs	1502	53.66	26.70	4128_bc1005--bc1107
m64279e_220504_001439/655494/ccs	1470	55.31	34.35	4128_bc1005--bc1107
m64279e_220504_001439/656163/ccs	1472	55.23	63.67	4128_bc1005--bc1107
m64279e_220504_001439/656266/ccs	1463	54.82	28.69	4128_bc1005--bc1107
m64279e_220504_001439/656330/ccs	1483	53.61	25.87	4128_bc1005--bc1107
m64279e_220504_001439/656490/ccs	1464	54.85	93.00	4128_bc1005--bc1107
m64279e_220504_001439/657063/ccs	1468	53.81	27.18	4128_bc1005--bc1107
m64279e_220504_001439/657621/ccs	1472	54.55	61.04	4128_bc1005--bc1107
m64279e_220504_001439/658179/ccs	1472	55.23	35.48	4128_bc1005--bc1107
m64279e_220504_001439/721004/ccs	1461	54.89	40.70	4128_bc1005--bc1107
m64279e_220504_001439/721652/ccs	1476	51.08	27.55	4128_bc1005--bc1107
m64279e_220504_001439/722129/ccs	1474	51.02	70.65	4128_bc1005--bc1107
m64279e_220504_001439/722281/ccs	1472	55.30	38.65	4128_bc1005--bc1107
m64279e_220504_001439/722948/ccs	1464	54.92	34.03	4128_bc1005--bc1107
m64279e_220504_001439/723492/ccs	1474	50.95	41.20	4128_bc1005--bc1107
m64279e_220504_001439/723495/ccs	1466	54.84	21.27	4128_bc1005--bc1107
m64279e_220504_001439/723524/ccs	1472	55.10	93.00	4128_bc1005--bc1107
m64279e_220504_001439/786810/ccs	1463	54.89	24.85	4128_bc1005--bc1107
m64279e_220504_001439/787187/ccs	1464	54.85	58.65	4128_bc1005--bc1107
m64279e_220504_001439/787339/ccs	1472	55.23	65.17	4128_bc1005--bc1107
m64279e_220504_001439/787465/ccs	1474	51.02	44.64	4128_bc1005--bc1107
m64279e_220504_001439/787492/ccs	1503	54.16	21.37	4128_bc1005--bc1107
m64279e_220504_001439/787499/ccs	1476	51.08	72.65	4128_bc1005--bc1107
m64279e_220504_001439/787551/ccs	1473	55.13	75.77	4128_bc1005--bc1107
m64279e_220504_001439/787601/ccs	1467	54.87	33.78	4128_bc1005--bc1107
m64279e_220504_001439/787741/ccs	1499	52.77	21.79	4128_bc1005--bc1107
m64279e_220504_001439/787833/ccs	1498	53.07	40.75	4128_bc1005--bc1107
m64279e_220504_001439/787960/ccs	1476	53.93	27.37	4128_bc1005--bc1107
m64279e_220504_001439/788250/ccs	1475	53.90	31.39	4128_bc1005--bc1107
m64279e_220504_001439/788700/ccs	1473	54.31	34.06	4128_bc1005--bc1107
m64279e_220504_001439/788832/ccs	1477	54.10	37.49	4128_bc1005--bc1107
m64279e_220504_001439/788900/ccs	1512	52.58	32.97	4128_bc1005--bc1107
m64279e_220504_001439/789024/ccs	1472	53.74	37.68	4128_bc1005--bc1107
m64279e_220504_001439/852113/ccs	1474	55.16	26.48	4128_bc1005--bc1107
m64279e_220504_001439/853759/ccs	1498	53.07	93.00	4128_bc1005--bc1107
m64279e_220504_001439/854409/ccs	1499	53.77	49.77	4128_bc1005--bc1107
m64279e_220504_001439/854504/ccs	1472	55.30	93.00	4128_bc1005--bc1107
m64279e_220504_001439/854835/ccs	1493	53.32	30.45	4128_bc1005--bc1107
m64279e_220504_001439/917693/ccs	1473	55.13	46.47	4128_bc1005--bc1107
m64279e_220504_001439/917732/ccs	1473	50.92	30.98	4128_bc1005--bc1107
m64279e_220504_001439/918714/ccs	1475	55.39	22.63	4128_bc1005--bc1107
m64279e_220504_001439/918840/ccs	1469	55.00	21.76	4128_bc1005--bc1107
m64279e_220504_001439/920198/ccs	1464	54.85	59.39	4128_bc1005--bc1107
m64279e_220504_001439/920384/ccs	1461	54.96	26.74	4128_bc1005--bc1107
m64279e_220504_001439/983156/ccs	1464	54.85	35.41	4128_bc1005--bc1107
m64279e_220504_001439/983420/ccs	1497	52.84	32.12	4128_bc1005--bc1107
m64279e_220504_001439/983751/ccs	1467	54.12	24.66	4128_bc1005--bc1107
m64279e_220504_001439/983910/ccs	1487	52.93	24.77	4128_bc1005--bc1107
m64279e_220504_001439/984554/ccs	1462	54.79	25.12	4128_bc1005--bc1107
m64279e_220504_001439/984736/ccs	1474	52.37	41.27	4128_bc1005--bc1107
m64279e_220504_001439/984940/ccs	1463	54.75	50.59	4128_bc1005--bc1107
m64279e_220504_001439/985273/ccs	1474	51.09	85.77	4128_bc1005--bc1107
m64279e_220504_001439/985448/ccs	1474	51.09	52.83	4128_bc1005--bc1107
m64279e_220504_001439/985616/ccs	1472	55.37	27.43	4128_bc1005--bc1107
m64279e_220504_001439/1048688/ccs	1480	54.05	27.18	4128_bc1005--bc1107
m64279e_220504_001439/1048729/ccs	1472	55.16	28.59	4128_bc1005--bc1107
m64279e_220504_001439/1049004/ccs	1475	51.19	31.63	4128_bc1005--bc1107
m64279e_220504_001439/1049756/ccs	1471	55.20	33.49	4128_bc1005--bc1107
m64279e_220504_001439/1049973/ccs	1465	54.74	43.63	4128_bc1005--bc1107
m64279e_220504_001439/1050479/ccs	1483	53.81	25.20	4128_bc1005--bc1107
m64279e_220504_001439/1050798/ccs	1464	54.99	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1051318/ccs	1462	54.92	33.41	4128_bc1005--bc1107
m64279e_220504_001439/1051342/ccs	1498	53.07	33.14	4128_bc1005--bc1107
m64279e_220504_001439/1114365/ccs	1472	53.67	92.56	4128_bc1005--bc1107
m64279e_220504_001439/1114411/ccs	1470	55.37	27.72	4128_bc1005--bc1107
m64279e_220504_001439/1114487/ccs	1472	55.23	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1114690/ccs	1466	54.91	40.60	4128_bc1005--bc1107
m64279e_220504_001439/1115063/ccs	1479	51.12	32.39	4128_bc1005--bc1107
m64279e_220504_001439/1115748/ccs	1509	53.02	38.71	4128_bc1005--bc1107
m64279e_220504_001439/1116296/ccs	1471	53.77	21.50	4128_bc1005--bc1107
m64279e_220504_001439/1116434/ccs	1472	55.23	38.57	4128_bc1005--bc1107
m64279e_220504_001439/1116656/ccs	1473	51.93	33.65	4128_bc1005--bc1107
m64279e_220504_001439/1116938/ccs	1466	51.16	23.15	4128_bc1005--bc1107
m64279e_220504_001439/1180104/ccs	1464	54.92	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1180124/ccs	1472	53.80	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1180315/ccs	1483	54.01	47.89	4128_bc1005--bc1107
m64279e_220504_001439/1180716/ccs	1478	51.15	32.41	4128_bc1005--bc1107
m64279e_220504_001439/1180920/ccs	1466	54.91	59.66	4128_bc1005--bc1107
m64279e_220504_001439/1181146/ccs	1464	54.85	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1181892/ccs	1474	53.73	22.63	4128_bc1005--bc1107
m64279e_220504_001439/1181998/ccs	1464	54.85	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1182220/ccs	1472	53.80	26.66	4128_bc1005--bc1107
m64279e_220504_001439/1182250/ccs	1471	54.79	29.09	4128_bc1005--bc1107
m64279e_220504_001439/1182453/ccs	1472	55.16	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1246442/ccs	1472	52.51	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1246769/ccs	1481	54.02	36.36	4128_bc1005--bc1107
m64279e_220504_001439/1246982/ccs	1483	54.01	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1247152/ccs	1473	53.90	60.87	4128_bc1005--bc1107
m64279e_220504_001439/1247219/ccs	1472	53.74	92.98	4128_bc1005--bc1107
m64279e_220504_001439/1310942/ccs	1474	51.09	51.34	4128_bc1005--bc1107
m64279e_220504_001439/1310944/ccs	1458	54.32	91.99	4128_bc1005--bc1107
m64279e_220504_001439/1311817/ccs	1471	55.13	27.40	4128_bc1005--bc1107
m64279e_220504_001439/1311840/ccs	1474	51.09	43.18	4128_bc1005--bc1107
m64279e_220504_001439/1311859/ccs	1463	54.82	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1312346/ccs	1480	54.12	27.48	4128_bc1005--bc1107
m64279e_220504_001439/1312622/ccs	1494	53.01	24.99	4128_bc1005--bc1107
m64279e_220504_001439/1376346/ccs	1460	52.53	70.62	4128_bc1005--bc1107
m64279e_220504_001439/1376772/ccs	1462	54.86	29.20	4128_bc1005--bc1107
m64279e_220504_001439/1376834/ccs	1473	53.70	34.66	4128_bc1005--bc1107
m64279e_220504_001439/1376980/ccs	1479	55.04	27.43	4128_bc1005--bc1107
m64279e_220504_001439/1377014/ccs	1464	53.89	56.65	4128_bc1005--bc1107
m64279e_220504_001439/1377076/ccs	1471	55.27	41.04	4128_bc1005--bc1107
m64279e_220504_001439/1377400/ccs	1466	54.77	31.70	4128_bc1005--bc1107
m64279e_220504_001439/1377482/ccs	1462	54.72	32.42	4128_bc1005--bc1107
m64279e_220504_001439/1377986/ccs	1469	53.64	20.66	4128_bc1005--bc1107
m64279e_220504_001439/1441990/ccs	1468	55.59	24.54	4128_bc1005--bc1107
m64279e_220504_001439/1442046/ccs	1494	53.88	27.02	4128_bc1005--bc1107
m64279e_220504_001439/1443515/ccs	1464	54.85	87.27	4128_bc1005--bc1107
m64279e_220504_001439/1443688/ccs	1498	52.94	89.32	4128_bc1005--bc1107
m64279e_220504_001439/1443779/ccs	1464	54.99	89.27	4128_bc1005--bc1107
m64279e_220504_001439/1443781/ccs	1463	54.82	44.34	4128_bc1005--bc1107
m64279e_220504_001439/1443886/ccs	1465	55.02	35.44	4128_bc1005--bc1107
m64279e_220504_001439/1444019/ccs	1475	51.12	71.63	4128_bc1005--bc1107
m64279e_220504_001439/1444045/ccs	1474	51.09	61.68	4128_bc1005--bc1107
m64279e_220504_001439/1508038/ccs	1473	53.70	31.90	4128_bc1005--bc1107
m64279e_220504_001439/1508286/ccs	1498	52.87	90.35	4128_bc1005--bc1107
m64279e_220504_001439/1508974/ccs	1472	55.23	80.43	4128_bc1005--bc1107
m64279e_220504_001439/1509120/ccs	1472	55.23	86.43	4128_bc1005--bc1107
m64279e_220504_001439/1509515/ccs	1461	54.76	40.47	4128_bc1005--bc1107
m64279e_220504_001439/1509546/ccs	1463	54.96	50.76	4128_bc1005--bc1107
m64279e_220504_001439/1509997/ccs	1471	55.27	44.60	4128_bc1005--bc1107
m64279e_220504_001439/1510022/ccs	1470	51.02	24.66	4128_bc1005--bc1107
m64279e_220504_001439/1572925/ccs	1465	54.88	20.26	4128_bc1005--bc1107
m64279e_220504_001439/1573532/ccs	1464	54.85	51.02	4128_bc1005--bc1107
m64279e_220504_001439/1573667/ccs	1473	51.05	29.69	4128_bc1005--bc1107
m64279e_220504_001439/1574009/ccs	1472	53.74	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1574853/ccs	1474	52.24	90.09	4128_bc1005--bc1107
m64279e_220504_001439/1575713/ccs	1474	51.29	22.50	4128_bc1005--bc1107
m64279e_220504_001439/1638419/ccs	1464	54.85	76.53	4128_bc1005--bc1107
m64279e_220504_001439/1638529/ccs	1469	54.87	30.77	4128_bc1005--bc1107
m64279e_220504_001439/1638720/ccs	1458	53.64	20.20	4128_bc1005--bc1107
m64279e_220504_001439/1638817/ccs	1486	54.71	23.62	4128_bc1005--bc1107
m64279e_220504_001439/1639101/ccs	1460	55.00	36.91	4128_bc1005--bc1107
m64279e_220504_001439/1639152/ccs	1483	54.01	36.45	4128_bc1005--bc1107
m64279e_220504_001439/1639497/ccs	1464	54.78	92.31	4128_bc1005--bc1107
m64279e_220504_001439/1639899/ccs	1467	54.94	30.84	4128_bc1005--bc1107
m64279e_220504_001439/1640294/ccs	1472	53.67	89.83	4128_bc1005--bc1107
m64279e_220504_001439/1640479/ccs	1475	55.12	29.26	4128_bc1005--bc1107
m64279e_220504_001439/1641070/ccs	1491	53.32	23.28	4128_bc1005--bc1107
m64279e_220504_001439/1704306/ccs	1474	51.09	55.64	4128_bc1005--bc1107
m64279e_220504_001439/1704729/ccs	1472	55.16	48.87	4128_bc1005--bc1107
m64279e_220504_001439/1704863/ccs	1472	53.67	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1704956/ccs	1498	52.87	91.75	4128_bc1005--bc1107
m64279e_220504_001439/1705097/ccs	1464	54.92	56.41	4128_bc1005--bc1107
m64279e_220504_001439/1705109/ccs	1498	53.07	88.72	4128_bc1005--bc1107
m64279e_220504_001439/1706687/ccs	1468	55.38	32.98	4128_bc1005--bc1107
m64279e_220504_001439/1706741/ccs	1472	55.23	64.85	4128_bc1005--bc1107
m64279e_220504_001439/1769752/ccs	1478	51.49	21.73	4128_bc1005--bc1107
m64279e_220504_001439/1770048/ccs	1498	53.07	64.19	4128_bc1005--bc1107
m64279e_220504_001439/1770271/ccs	1482	53.98	42.10	4128_bc1005--bc1107
m64279e_220504_001439/1770334/ccs	1472	53.67	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1771365/ccs	1468	54.77	30.61	4128_bc1005--bc1107
m64279e_220504_001439/1771944/ccs	1513	52.02	24.22	4128_bc1005--bc1107
m64279e_220504_001439/1772046/ccs	1472	53.80	43.37	4128_bc1005--bc1107
m64279e_220504_001439/1835749/ccs	1498	52.87	86.41	4128_bc1005--bc1107
m64279e_220504_001439/1836434/ccs	1489	54.06	24.69	4128_bc1005--bc1107
m64279e_220504_001439/1836891/ccs	1471	55.27	69.66	4128_bc1005--bc1107
m64279e_220504_001439/1837181/ccs	1464	54.85	59.05	4128_bc1005--bc1107
m64279e_220504_001439/1837259/ccs	1464	54.85	91.96	4128_bc1005--bc1107
m64279e_220504_001439/1837481/ccs	1471	54.93	28.84	4128_bc1005--bc1107
m64279e_220504_001439/1837504/ccs	1467	54.74	31.05	4128_bc1005--bc1107
m64279e_220504_001439/1900547/ccs	1466	55.12	21.13	4128_bc1005--bc1107
m64279e_220504_001439/1900642/ccs	1474	51.09	58.46	4128_bc1005--bc1107
m64279e_220504_001439/1901054/ccs	1464	54.85	53.86	4128_bc1005--bc1107
m64279e_220504_001439/1901682/ccs	1474	51.09	74.57	4128_bc1005--bc1107
m64279e_220504_001439/1901774/ccs	1492	54.29	25.93	4128_bc1005--bc1107
m64279e_220504_001439/1901796/ccs	1471	55.34	24.10	4128_bc1005--bc1107
m64279e_220504_001439/1901970/ccs	1498	52.87	93.00	4128_bc1005--bc1107
m64279e_220504_001439/1902159/ccs	1464	54.92	92.99	4128_bc1005--bc1107
m64279e_220504_001439/1902424/ccs	1463	54.96	35.02	4128_bc1005--bc1107
m64279e_220504_001439/1902456/ccs	1474	51.09	84.29	4128_bc1005--bc1107
m64279e_220504_001439/1902843/ccs	1469	51.12	32.65	4128_bc1005--bc1107
m64279e_220504_001439/1902883/ccs	1487	53.19	20.02	4128_bc1005--bc1107
m64279e_220504_001439/1902902/ccs	1465	54.81	51.52	4128_bc1005--bc1107
m64279e_220504_001439/1966791/ccs	1466	55.12	34.66	4128_bc1005--bc1107
m64279e_220504_001439/1967073/ccs	1485	53.80	24.32	4128_bc1005--bc1107
m64279e_220504_001439/1967253/ccs	1474	51.09	36.64	4128_bc1005--bc1107
m64279e_220504_001439/1968370/ccs	1471	54.93	31.50	4128_bc1005--bc1107
m64279e_220504_001439/1968418/ccs	1483	54.01	70.02	4128_bc1005--bc1107
m64279e_220504_001439/1968728/ccs	1475	51.12	25.51	4128_bc1005--bc1107
m64279e_220504_001439/2031799/ccs	1474	51.09	46.78	4128_bc1005--bc1107
m64279e_220504_001439/2031930/ccs	1465	55.09	27.45	4128_bc1005--bc1107
m64279e_220504_001439/2031956/ccs	1474	51.09	63.68	4128_bc1005--bc1107
m64279e_220504_001439/2032098/ccs	1500	51.33	93.00	4128_bc1005--bc1107
m64279e_220504_001439/2032161/ccs	1464	54.71	93.00	4128_bc1005--bc1107
m64279e_220504_001439/2034164/ccs	1464	54.71	93.00	4128_bc1005--bc1107
m64279e_220504_001439/2097317/ccs	1480	52.77	22.35	4128_bc1005--bc1107
m64279e_220504_001439/2097659/ccs	1464	54.85	53.32	4128_bc1005--bc1107
m64279e_220504_001439/2098755/ccs	1473	54.58	30.15	4128_bc1005--bc1107
m64279e_220504_001439/2098939/ccs	1466	54.84	26.71	4128_bc1005--bc1107
m64279e_220504_001439/2099068/ccs	1472	53.80	57.48	4128_bc1005--bc1107
m64279e_220504_001439/2099223/ccs	1474	53.80	62.70	4128_bc1005--bc1107
m64279e_220504_001439/2099709/ccs	1464	54.99	92.98	4128_bc1005--bc1107
m64279e_220504_001439/2099712/ccs	1474	51.15	32.87	4128_bc1005--bc1107
m64279e_220504_001439/2099750/ccs	1464	55.53	34.65	4128_bc1005--bc1107
m64279e_220504_001439/2099939/ccs	1472	53.74	34.54	4128_bc1005--bc1107
m64279e_220504_001439/2162797/ccs	1469	55.14	25.75	4128_bc1005--bc1107
m64279e_220504_001439/2163054/ccs	1468	53.20	25.18	4128_bc1005--bc1107
m64279e_220504_001439/2163119/ccs	1472	51.09	89.54	4128_bc1005--bc1107
m64279e_220504_001439/2163290/ccs	1471	55.27	32.58	4128_bc1005--bc1107
m64279e_220504_001439/2163474/ccs	1464	54.78	37.65	4128_bc1005--bc1107
m64279e_220504_001439/2163782/ccs	1480	54.12	33.30	4128_bc1005--bc1107
m64279e_220504_001439/2163996/ccs	1484	53.98	33.03	4128_bc1005--bc1107
m64279e_220504_001439/2165255/ccs	1464	54.85	93.00	4128_bc1005--bc1107
m64279e_220504_001439/2228857/ccs	1463	54.96	37.69	4128_bc1005--bc1107
m64279e_220504_001439/2228899/ccs	1475	54.31	39.90	4128_bc1005--bc1107
m64279e_220504_001439/2229131/ccs	1470	53.74	25.15	4128_bc1005--bc1107
m64279e_220504_001439/2229200/ccs	1474	51.09	93.00	4128_bc1005--bc1107
m64279e_220504_001439/2229214/ccs	1496	53.88	20.30	4128_bc1005--bc1107
m64279e_220504_001439/2230114/ccs	1474	53.80	26.86	4128_bc1005--bc1107
m64279e_220504_001439/2230178/ccs	1474	51.09	92.99	4128_bc1005--bc1107
m64279e_220504_001439/2230475/ccs	1477	51.18	23.47	4128_bc1005--bc1107
m64279e_220504_001439/2230867/ccs	1486	53.97	30.51	4128_bc1005--bc1107
m64279e_220504_001439/2230947/ccs	1464	54.85	93.00	4128_bc1005--bc1107
m64279e_220504_001439/2293791/ccs	1437	55.67	21.65	4128_bc1005--bc1107
m64279e_220504_001439/2293798/ccs	1473	55.26	34.30	4128_bc1005--bc1107
m64279e_220504_001439/2294233/ccs	1464	54.85	38.94	4128_bc1005--bc1107
m64279e_220504_001439/2294352/ccs	1478	54.80	28.76	4128_bc1005--bc1107
m64279e_220504_001439/2294535/ccs	1484	53.98	52.98	4128_bc1005--bc1107
m64279e_220504_001439/2294605/ccs	1483	53.94	56.46	4128_bc1005--bc1107
m64279e_220504_001439/2294660/ccs	1477	54.84	24.72	4128_bc1005--bc1107
m64279e_220504_001439/2295214/ccs	1472	55.23	51.68	4128_bc1005--bc1107
m64279e_220504_001439/2295406/ccs	1472	55.16	59.34	4128_bc1005--bc1107
m64279e_220504_001439/2295621/ccs	1462	54.79	32.39	4128_bc1005--bc1107
m64279e_220504_001439/2295745/ccs	1474	51.09	29.95	4128_bc1005--bc1107
m64279e_220504_001439/2296119/ccs	1472	55.10	73.63	4128_bc1005--bc1107
m64279e_220504_001439/2296391/ccs	1462	54.92	28.89	4128_bc1005--bc1107
m64279e_220504_001439/2359311/ccs	1466	53.55	57.66	4128_bc1005--bc1107
m64279e_220504_001439/2360052/ccs	1493	52.98	22.11	4128_bc1005--bc1107
m64279e_220504_001439/2360293/ccs	1465	55.09	30.18	4128_bc1005--bc1107
m64279e_220504_001439/2360780/ccs	1471	55.20	50.78	4128_bc1005--bc1107
m64279e_220504_001439/2361722/ccs	1474	55.22	22.90	4128_bc1005--bc1107
m64279e_220504_001439/2361804/ccs	1472	53.74	62.67	4128_bc1005--bc1107
m64279e_220504_001439/2361962/ccs	1472	53.80	37.66	4128_bc1005--bc1107
m64279e_220504_001439/2424928/ccs	1472	53.19	28.50	4128_bc1005--bc1107
m64279e_220504_001439/2424965/ccs	1470	50.88	34.27	4128_bc1005--bc1107
m64279e_220504_001439/2425237/ccs	1474	51.09	64.36	4128_bc1005--bc1107
m64279e_220504_001439/2425447/ccs	1472	54.62	24.70	4128_bc1005--bc1107
m64279e_220504_001439/2425720/ccs	1472	55.23	35.31	4128_bc1005--bc1107
m64279e_220504_001439/2426074/ccs	1472	53.74	80.74	4128_bc1005--bc1107
m64279e_220504_001439/2426632/ccs	1464	54.99	87.90	4128_bc1005--bc1107
m64279e_220504_001439/2427157/ccs	1483	54.01	93.00	4128_bc1005--bc1107
m64279e_220504_001439/2427615/ccs	1463	54.82	33.68	4128_bc1005--bc1107
m64279e_220504_001439/2491436/ccs	1471	54.72	30.56	4128_bc1005--bc1107
m64279e_220504_001439/2491745/ccs	1469	55.34	26.89	4128_bc1005--bc1107
m64279e_220504_001439/2491827/ccs	1473	51.80	37.30	4128_bc1005--bc1107
m64279e_220504_001439/2493146/ccs	1485	54.41	32.00	4128_bc1005--bc1107
m64279e_220504_001439/2556039/ccs	1473	55.80	30.43	4128_bc1005--bc1107
