#id	length	GC	avg.qual	sample
m64279e_221216_133213/132612/ccs/fwd	1467	54.94	24.95	4356_bc1005--bc1112
m64279e_221216_133213/132612/ccs/rev	1461	54.83	29.15	4356_bc1005--bc1112
m64279e_221216_133213/132691/ccs	1464	54.85	92.94	4356_bc1005--bc1112
m64279e_221216_133213/133056/ccs	1464	54.85	48.65	4356_bc1005--bc1112
m64279e_221216_133213/133190/ccs/fwd	1483	53.94	54.61	4356_bc1005--bc1112
m64279e_221216_133213/133190/ccs/rev	1483	53.88	66.07	4356_bc1005--bc1112
m64279e_221216_133213/133727/ccs/fwd	1464	54.78	63.54	4356_bc1005--bc1112
m64279e_221216_133213/133727/ccs/rev	1464	54.78	80.04	4356_bc1005--bc1112
m64279e_221216_133213/197025/ccs	1464	54.85	92.82	4356_bc1005--bc1112
m64279e_221216_133213/197103/ccs	1484	54.04	34.29	4356_bc1005--bc1112
m64279e_221216_133213/197362/ccs/fwd	1471	55.27	26.26	4356_bc1005--bc1112
m64279e_221216_133213/197362/ccs/rev	1472	55.30	30.55	4356_bc1005--bc1112
m64279e_221216_133213/197569/ccs	1498	53.07	35.75	4356_bc1005--bc1112
m64279e_221216_133213/198106/ccs/fwd	1472	55.30	70.82	4356_bc1005--bc1112
m64279e_221216_133213/198106/ccs/rev	1472	55.30	74.13	4356_bc1005--bc1112
m64279e_221216_133213/198262/ccs	1474	51.09	93.00	4356_bc1005--bc1112
m64279e_221216_133213/198318/ccs	1474	51.09	93.00	4356_bc1005--bc1112
m64279e_221216_133213/198757/ccs	1458	54.32	93.00	4356_bc1005--bc1112
m64279e_221216_133213/198844/ccs	1464	54.85	33.59	4356_bc1005--bc1112
m64279e_221216_133213/199170/ccs	1498	53.00	92.78	4356_bc1005--bc1112
m64279e_221216_133213/262302/ccs	1464	54.92	51.55	4356_bc1005--bc1112
m64279e_221216_133213/262311/ccs	1474	51.09	93.00	4356_bc1005--bc1112
m64279e_221216_133213/262695/ccs	1483	53.88	93.00	4356_bc1005--bc1112
m64279e_221216_133213/263126/ccs/fwd	1464	54.85	27.78	4356_bc1005--bc1112
m64279e_221216_133213/263126/ccs/rev	1487	54.74	21.40	4356_bc1005--bc1112
m64279e_221216_133213/263237/ccs	1474	51.15	22.98	4356_bc1005--bc1112
m64279e_221216_133213/263319/ccs	1477	53.96	24.73	4356_bc1005--bc1112
m64279e_221216_133213/263395/ccs/fwd	1471	53.57	24.87	4356_bc1005--bc1112
m64279e_221216_133213/263619/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/263711/ccs	1472	55.30	72.41	4356_bc1005--bc1112
m64279e_221216_133213/263811/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/264067/ccs	1472	55.37	44.50	4356_bc1005--bc1112
m64279e_221216_133213/264374/ccs	1472	55.16	35.22	4356_bc1005--bc1112
m64279e_221216_133213/264579/ccs	1483	54.01	36.49	4356_bc1005--bc1112
m64279e_221216_133213/264617/ccs	1472	53.74	38.02	4356_bc1005--bc1112
m64279e_221216_133213/327890/ccs	1464	54.85	51.54	4356_bc1005--bc1112
m64279e_221216_133213/328000/ccs/fwd	1499	53.10	37.54	4356_bc1005--bc1112
m64279e_221216_133213/328000/ccs/rev	1498	53.07	41.28	4356_bc1005--bc1112
m64279e_221216_133213/328178/ccs/fwd	1450	54.69	25.60	4356_bc1005--bc1112
m64279e_221216_133213/328178/ccs/rev	1440	54.17	24.60	4356_bc1005--bc1112
m64279e_221216_133213/328301/ccs	1464	54.30	33.36	4356_bc1005--bc1112
m64279e_221216_133213/328491/ccs	1501	53.10	29.72	4356_bc1005--bc1112
m64279e_221216_133213/328666/ccs	1464	54.85	49.61	4356_bc1005--bc1112
m64279e_221216_133213/328785/ccs	1472	55.23	54.39	4356_bc1005--bc1112
m64279e_221216_133213/328796/ccs	1474	51.09	92.94	4356_bc1005--bc1112
m64279e_221216_133213/328958/ccs	1473	54.72	33.38	4356_bc1005--bc1112
m64279e_221216_133213/329030/ccs	1498	53.07	93.00	4356_bc1005--bc1112
m64279e_221216_133213/329308/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/329619/ccs/fwd	1475	51.12	39.18	4356_bc1005--bc1112
m64279e_221216_133213/329619/ccs/rev	1472	51.15	35.00	4356_bc1005--bc1112
m64279e_221216_133213/329746/ccs	1464	54.92	73.44	4356_bc1005--bc1112
m64279e_221216_133213/330116/ccs	1464	54.85	31.78	4356_bc1005--bc1112
m64279e_221216_133213/393246/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/393620/ccs	1475	55.19	27.90	4356_bc1005--bc1112
m64279e_221216_133213/394078/ccs/fwd	1464	54.92	35.45	4356_bc1005--bc1112
m64279e_221216_133213/394078/ccs/rev	1465	55.02	50.31	4356_bc1005--bc1112
m64279e_221216_133213/394091/ccs	1462	54.86	31.53	4356_bc1005--bc1112
m64279e_221216_133213/394364/ccs	1464	54.78	58.65	4356_bc1005--bc1112
m64279e_221216_133213/394375/ccs	1461	54.69	30.70	4356_bc1005--bc1112
m64279e_221216_133213/395016/ccs/fwd	1498	53.07	69.73	4356_bc1005--bc1112
m64279e_221216_133213/395016/ccs/rev	1498	53.07	84.41	4356_bc1005--bc1112
m64279e_221216_133213/395606/ccs	1508	52.98	93.00	4356_bc1005--bc1112
m64279e_221216_133213/395620/ccs	1454	54.75	20.66	4356_bc1005--bc1112
m64279e_221216_133213/458840/ccs	1498	52.87	93.00	4356_bc1005--bc1112
m64279e_221216_133213/458856/ccs	1458	54.32	51.33	4356_bc1005--bc1112
m64279e_221216_133213/459401/ccs	1472	55.23	35.68	4356_bc1005--bc1112
m64279e_221216_133213/460168/ccs	1483	54.01	87.86	4356_bc1005--bc1112
m64279e_221216_133213/460358/ccs/fwd	1454	54.06	29.26	4356_bc1005--bc1112
m64279e_221216_133213/460358/ccs/rev	1458	54.12	44.39	4356_bc1005--bc1112
m64279e_221216_133213/460698/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/460742/ccs	1498	53.14	93.00	4356_bc1005--bc1112
m64279e_221216_133213/460765/ccs	1474	51.09	89.81	4356_bc1005--bc1112
m64279e_221216_133213/460832/ccs	1472	55.23	44.44	4356_bc1005--bc1112
m64279e_221216_133213/460976/ccs	1474	51.02	92.58	4356_bc1005--bc1112
m64279e_221216_133213/461161/ccs	1482	53.98	34.75	4356_bc1005--bc1112
m64279e_221216_133213/461429/ccs	1466	54.98	84.07	4356_bc1005--bc1112
m64279e_221216_133213/524851/ccs/fwd	1511	54.14	24.44	4356_bc1005--bc1112
m64279e_221216_133213/524851/ccs/rev	1481	54.02	28.65	4356_bc1005--bc1112
m64279e_221216_133213/525017/ccs/fwd	1464	54.99	42.58	4356_bc1005--bc1112
m64279e_221216_133213/525017/ccs/rev	1465	55.02	34.70	4356_bc1005--bc1112
m64279e_221216_133213/525029/ccs	1472	53.80	91.13	4356_bc1005--bc1112
m64279e_221216_133213/525162/ccs	1458	54.32	93.00	4356_bc1005--bc1112
m64279e_221216_133213/525274/ccs	1464	54.99	57.65	4356_bc1005--bc1112
m64279e_221216_133213/525275/ccs	1463	54.82	28.14	4356_bc1005--bc1112
m64279e_221216_133213/526008/ccs	1471	52.21	45.43	4356_bc1005--bc1112
m64279e_221216_133213/526405/ccs	1472	55.16	93.00	4356_bc1005--bc1112
m64279e_221216_133213/526899/ccs	1473	51.05	32.00	4356_bc1005--bc1112
m64279e_221216_133213/589960/ccs	1462	54.86	32.27	4356_bc1005--bc1112
m64279e_221216_133213/590066/ccs	1467	54.87	30.69	4356_bc1005--bc1112
m64279e_221216_133213/590202/ccs/fwd	1464	54.85	59.55	4356_bc1005--bc1112
m64279e_221216_133213/590202/ccs/rev	1464	54.85	55.39	4356_bc1005--bc1112
m64279e_221216_133213/590457/ccs	1471	53.77	34.60	4356_bc1005--bc1112
m64279e_221216_133213/590601/ccs	1474	50.95	92.93	4356_bc1005--bc1112
m64279e_221216_133213/590738/ccs	1466	55.12	26.14	4356_bc1005--bc1112
m64279e_221216_133213/590753/ccs	1474	51.09	42.68	4356_bc1005--bc1112
m64279e_221216_133213/591120/ccs/fwd	1465	55.09	27.83	4356_bc1005--bc1112
m64279e_221216_133213/591730/ccs	1472	55.16	40.64	4356_bc1005--bc1112
m64279e_221216_133213/592146/ccs/fwd	1498	52.87	90.35	4356_bc1005--bc1112
m64279e_221216_133213/592146/ccs/rev	1509	52.75	37.79	4356_bc1005--bc1112
m64279e_221216_133213/655478/ccs	1472	53.80	93.00	4356_bc1005--bc1112
m64279e_221216_133213/655747/ccs	1459	55.31	20.66	4356_bc1005--bc1112
m64279e_221216_133213/655930/ccs/fwd	1456	53.98	28.33	4356_bc1005--bc1112
m64279e_221216_133213/655930/ccs/rev	1453	54.23	29.32	4356_bc1005--bc1112
m64279e_221216_133213/656066/ccs/fwd	1473	55.33	31.64	4356_bc1005--bc1112
m64279e_221216_133213/656066/ccs/rev	1472	55.23	43.61	4356_bc1005--bc1112
m64279e_221216_133213/656087/ccs	1474	51.09	93.00	4356_bc1005--bc1112
m64279e_221216_133213/656163/ccs	1464	54.85	70.11	4356_bc1005--bc1112
m64279e_221216_133213/656178/ccs	1471	53.84	37.39	4356_bc1005--bc1112
m64279e_221216_133213/656347/ccs/fwd	1472	53.74	36.42	4356_bc1005--bc1112
m64279e_221216_133213/656347/ccs/rev	1472	53.74	58.71	4356_bc1005--bc1112
m64279e_221216_133213/656366/ccs	1498	53.07	93.00	4356_bc1005--bc1112
m64279e_221216_133213/656414/ccs	1472	53.80	33.22	4356_bc1005--bc1112
m64279e_221216_133213/656425/ccs	1475	55.32	28.15	4356_bc1005--bc1112
m64279e_221216_133213/656548/ccs	1499	52.90	20.13	4356_bc1005--bc1112
m64279e_221216_133213/656796/ccs	1472	55.30	37.40	4356_bc1005--bc1112
m64279e_221216_133213/656904/ccs	1474	51.09	58.16	4356_bc1005--bc1112
m64279e_221216_133213/656987/ccs	1483	54.01	29.91	4356_bc1005--bc1112
m64279e_221216_133213/657051/ccs/fwd	1475	50.98	28.93	4356_bc1005--bc1112
m64279e_221216_133213/657051/ccs/rev	1476	50.95	31.11	4356_bc1005--bc1112
m64279e_221216_133213/657060/ccs	1474	51.09	93.00	4356_bc1005--bc1112
m64279e_221216_133213/657384/ccs	1472	53.80	90.18	4356_bc1005--bc1112
m64279e_221216_133213/657411/ccs	1465	55.02	22.73	4356_bc1005--bc1112
m64279e_221216_133213/657755/ccs/fwd	1466	54.77	35.57	4356_bc1005--bc1112
m64279e_221216_133213/657755/ccs/rev	1463	54.82	33.15	4356_bc1005--bc1112
m64279e_221216_133213/658029/ccs	1483	54.01	43.94	4356_bc1005--bc1112
m64279e_221216_133213/658260/ccs	1466	50.89	23.86	4356_bc1005--bc1112
m64279e_221216_133213/721596/ccs	1472	55.30	51.09	4356_bc1005--bc1112
m64279e_221216_133213/721658/ccs/fwd	1472	53.74	35.67	4356_bc1005--bc1112
m64279e_221216_133213/721658/ccs/rev	1472	53.74	49.54	4356_bc1005--bc1112
m64279e_221216_133213/722584/ccs/fwd	1462	54.17	38.60	4356_bc1005--bc1112
m64279e_221216_133213/722584/ccs/rev	1458	54.32	92.65	4356_bc1005--bc1112
m64279e_221216_133213/722808/ccs	1472	53.74	62.18	4356_bc1005--bc1112
m64279e_221216_133213/723161/ccs/fwd	1473	51.05	67.44	4356_bc1005--bc1112
m64279e_221216_133213/723161/ccs/rev	1472	55.30	36.40	4356_bc1005--bc1112
m64279e_221216_133213/723230/ccs	1473	55.13	93.00	4356_bc1005--bc1112
m64279e_221216_133213/723445/ccs	1472	53.74	64.07	4356_bc1005--bc1112
m64279e_221216_133213/786728/ccs	1467	54.94	30.34	4356_bc1005--bc1112
m64279e_221216_133213/787273/ccs/fwd	1459	54.35	26.12	4356_bc1005--bc1112
m64279e_221216_133213/787273/ccs/rev	1468	54.63	22.16	4356_bc1005--bc1112
m64279e_221216_133213/787405/ccs/fwd	1499	53.10	34.36	4356_bc1005--bc1112
m64279e_221216_133213/787405/ccs/rev	1472	52.92	55.96	4356_bc1005--bc1112
m64279e_221216_133213/787722/ccs	1478	51.01	25.12	4356_bc1005--bc1112
m64279e_221216_133213/787831/ccs/fwd	1462	54.79	31.43	4356_bc1005--bc1112
m64279e_221216_133213/787831/ccs/rev	1452	54.82	22.67	4356_bc1005--bc1112
m64279e_221216_133213/788207/ccs	1448	53.25	25.38	4356_bc1005--bc1112
m64279e_221216_133213/788422/ccs	1496	55.08	20.66	4356_bc1005--bc1112
m64279e_221216_133213/788439/ccs	1470	53.74	35.66	4356_bc1005--bc1112
m64279e_221216_133213/789088/ccs	1458	54.32	93.00	4356_bc1005--bc1112
m64279e_221216_133213/852206/ccs	1464	54.85	37.41	4356_bc1005--bc1112
m64279e_221216_133213/852366/ccs	1498	52.87	77.59	4356_bc1005--bc1112
m64279e_221216_133213/852721/ccs	1472	55.16	85.73	4356_bc1005--bc1112
m64279e_221216_133213/853501/ccs	1471	55.20	91.93	4356_bc1005--bc1112
m64279e_221216_133213/853568/ccs	1508	52.98	92.99	4356_bc1005--bc1112
m64279e_221216_133213/854469/ccs/fwd	1497	53.04	36.37	4356_bc1005--bc1112
m64279e_221216_133213/854469/ccs/rev	1498	53.07	37.60	4356_bc1005--bc1112
m64279e_221216_133213/854761/ccs	1498	53.00	83.67	4356_bc1005--bc1112
m64279e_221216_133213/917638/ccs	1464	54.99	93.00	4356_bc1005--bc1112
m64279e_221216_133213/918171/ccs/fwd	1508	52.98	34.60	4356_bc1005--bc1112
m64279e_221216_133213/918171/ccs/rev	1496	53.14	31.24	4356_bc1005--bc1112
m64279e_221216_133213/918282/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/918783/ccs	1472	55.23	32.28	4356_bc1005--bc1112
m64279e_221216_133213/918830/ccs	1498	53.07	47.64	4356_bc1005--bc1112
m64279e_221216_133213/918957/ccs	1477	53.83	29.83	4356_bc1005--bc1112
m64279e_221216_133213/919066/ccs	1472	55.23	89.28	4356_bc1005--bc1112
m64279e_221216_133213/919279/ccs	1483	54.01	93.00	4356_bc1005--bc1112
m64279e_221216_133213/919820/ccs	1473	53.63	38.41	4356_bc1005--bc1112
m64279e_221216_133213/919933/ccs	1457	54.29	51.98	4356_bc1005--bc1112
m64279e_221216_133213/920131/ccs	1459	54.63	23.70	4356_bc1005--bc1112
m64279e_221216_133213/920160/ccs	1474	51.09	62.56	4356_bc1005--bc1112
m64279e_221216_133213/920312/ccs	1474	51.09	58.13	4356_bc1005--bc1112
m64279e_221216_133213/983140/ccs	1472	55.16	53.68	4356_bc1005--bc1112
m64279e_221216_133213/983146/ccs	1464	54.78	93.00	4356_bc1005--bc1112
m64279e_221216_133213/983308/ccs	1473	55.26	30.56	4356_bc1005--bc1112
m64279e_221216_133213/983656/ccs	1474	51.09	83.80	4356_bc1005--bc1112
m64279e_221216_133213/983699/ccs	1473	53.77	46.50	4356_bc1005--bc1112
m64279e_221216_133213/983902/ccs/fwd	1462	54.86	34.83	4356_bc1005--bc1112
m64279e_221216_133213/983902/ccs/rev	1462	54.79	29.82	4356_bc1005--bc1112
m64279e_221216_133213/984824/ccs	1472	55.23	93.00	4356_bc1005--bc1112
m64279e_221216_133213/985009/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/985104/ccs/fwd	1498	53.07	45.72	4356_bc1005--bc1112
m64279e_221216_133213/985104/ccs/rev	1498	53.07	67.14	4356_bc1005--bc1112
m64279e_221216_133213/985228/ccs/fwd	1472	53.74	59.65	4356_bc1005--bc1112
m64279e_221216_133213/985228/ccs/rev	1471	55.20	43.57	4356_bc1005--bc1112
m64279e_221216_133213/1048706/ccs	1468	54.77	27.68	4356_bc1005--bc1112
m64279e_221216_133213/1048938/ccs	1497	53.24	33.34	4356_bc1005--bc1112
m64279e_221216_133213/1048957/ccs	1467	54.87	32.07	4356_bc1005--bc1112
m64279e_221216_133213/1049231/ccs/fwd	1464	54.64	40.18	4356_bc1005--bc1112
m64279e_221216_133213/1049231/ccs/rev	1465	54.95	41.45	4356_bc1005--bc1112
m64279e_221216_133213/1050148/ccs	1508	52.98	92.78	4356_bc1005--bc1112
m64279e_221216_133213/1050228/ccs	1475	55.19	21.78	4356_bc1005--bc1112
m64279e_221216_133213/1050547/ccs	1472	55.16	55.26	4356_bc1005--bc1112
m64279e_221216_133213/1050916/ccs	1466	54.98	22.49	4356_bc1005--bc1112
m64279e_221216_133213/1051110/ccs	1499	53.10	48.08	4356_bc1005--bc1112
m64279e_221216_133213/1051111/ccs	1472	53.74	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1051180/ccs	1464	54.99	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1114228/ccs	1464	54.99	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1114419/ccs/fwd	1466	51.02	22.60	4356_bc1005--bc1112
m64279e_221216_133213/1114419/ccs/rev	1450	54.83	21.58	4356_bc1005--bc1112
m64279e_221216_133213/1115031/ccs	1476	55.22	30.96	4356_bc1005--bc1112
m64279e_221216_133213/1116464/ccs	1472	55.23	54.91	4356_bc1005--bc1112
m64279e_221216_133213/1116613/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1116654/ccs	1483	54.01	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1180117/ccs	1472	53.74	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1180498/ccs/fwd	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1180498/ccs/rev	1463	54.75	49.32	4356_bc1005--bc1112
m64279e_221216_133213/1180844/ccs/fwd	1472	55.23	72.07	4356_bc1005--bc1112
m64279e_221216_133213/1180844/ccs/rev	1471	55.20	50.57	4356_bc1005--bc1112
m64279e_221216_133213/1181137/ccs	1470	53.81	26.55	4356_bc1005--bc1112
m64279e_221216_133213/1181241/ccs	1472	55.16	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1181243/ccs	1472	55.16	91.25	4356_bc1005--bc1112
m64279e_221216_133213/1181457/ccs	1483	54.01	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1181675/ccs	1469	50.92	22.06	4356_bc1005--bc1112
m64279e_221216_133213/1181714/ccs/fwd	1483	54.01	31.42	4356_bc1005--bc1112
m64279e_221216_133213/1181714/ccs/rev	1482	53.98	27.10	4356_bc1005--bc1112
m64279e_221216_133213/1182292/ccs	1482	53.98	22.62	4356_bc1005--bc1112
m64279e_221216_133213/1182366/ccs	1458	54.32	86.44	4356_bc1005--bc1112
m64279e_221216_133213/1182402/ccs	1472	55.30	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1182410/ccs/fwd	1495	53.11	29.20	4356_bc1005--bc1112
m64279e_221216_133213/1182410/ccs/rev	1497	51.24	30.15	4356_bc1005--bc1112
m64279e_221216_133213/1182512/ccs	1464	54.85	34.06	4356_bc1005--bc1112
m64279e_221216_133213/1245302/ccs	1474	53.80	32.88	4356_bc1005--bc1112
m64279e_221216_133213/1245745/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1246276/ccs	1472	55.30	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1246491/ccs	1472	55.23	92.98	4356_bc1005--bc1112
m64279e_221216_133213/1246770/ccs	1472	53.80	55.26	4356_bc1005--bc1112
m64279e_221216_133213/1246934/ccs/fwd	1504	56.12	20.51	4356_bc1005--bc1112
m64279e_221216_133213/1247272/ccs/fwd	1493	55.79	22.62	4356_bc1005--bc1112
m64279e_221216_133213/1247272/ccs/rev	1475	55.25	29.73	4356_bc1005--bc1112
m64279e_221216_133213/1247946/ccs	1498	53.07	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1247992/ccs/fwd	1483	54.01	68.33	4356_bc1005--bc1112
m64279e_221216_133213/1247992/ccs/rev	1484	54.04	52.71	4356_bc1005--bc1112
m64279e_221216_133213/1247994/ccs	1464	54.99	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1310884/ccs	1461	54.83	43.86	4356_bc1005--bc1112
m64279e_221216_133213/1310981/ccs	1464	54.85	50.53	4356_bc1005--bc1112
m64279e_221216_133213/1311200/ccs	1498	53.07	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1311228/ccs	1483	54.01	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1311340/ccs/fwd	1472	54.14	35.48	4356_bc1005--bc1112
m64279e_221216_133213/1311340/ccs/rev	1473	55.33	41.94	4356_bc1005--bc1112
m64279e_221216_133213/1311571/ccs/fwd	1475	51.12	29.48	4356_bc1005--bc1112
m64279e_221216_133213/1311571/ccs/rev	1480	51.08	25.06	4356_bc1005--bc1112
m64279e_221216_133213/1311665/ccs	1472	55.23	60.63	4356_bc1005--bc1112
m64279e_221216_133213/1311849/ccs	1471	53.77	38.78	4356_bc1005--bc1112
m64279e_221216_133213/1312146/ccs	1474	51.02	35.62	4356_bc1005--bc1112
m64279e_221216_133213/1312371/ccs	1464	54.85	86.15	4356_bc1005--bc1112
m64279e_221216_133213/1313472/ccs	1474	51.02	79.30	4356_bc1005--bc1112
m64279e_221216_133213/1376678/ccs	1464	54.85	90.30	4356_bc1005--bc1112
m64279e_221216_133213/1376762/ccs	1474	51.09	50.93	4356_bc1005--bc1112
m64279e_221216_133213/1377346/ccs	1472	51.02	72.64	4356_bc1005--bc1112
m64279e_221216_133213/1377488/ccs	1472	55.23	63.64	4356_bc1005--bc1112
m64279e_221216_133213/1377706/ccs	1483	54.01	92.87	4356_bc1005--bc1112
m64279e_221216_133213/1377884/ccs	1477	51.12	22.95	4356_bc1005--bc1112
m64279e_221216_133213/1377925/ccs/fwd	1472	53.60	28.86	4356_bc1005--bc1112
m64279e_221216_133213/1377925/ccs/rev	1483	54.01	30.23	4356_bc1005--bc1112
m64279e_221216_133213/1378049/ccs	1464	54.85	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1378184/ccs	1498	53.07	51.46	4356_bc1005--bc1112
m64279e_221216_133213/1378236/ccs	1466	54.91	26.89	4356_bc1005--bc1112
m64279e_221216_133213/1378383/ccs	1474	51.09	49.68	4356_bc1005--bc1112
m64279e_221216_133213/1378491/ccs	1498	53.07	85.67	4356_bc1005--bc1112
m64279e_221216_133213/1378867/ccs	1497	52.91	34.76	4356_bc1005--bc1112
m64279e_221216_133213/1442605/ccs	1496	53.01	39.69	4356_bc1005--bc1112
m64279e_221216_133213/1442941/ccs/fwd	1474	51.09	36.00	4356_bc1005--bc1112
m64279e_221216_133213/1442941/ccs/rev	1474	51.15	34.16	4356_bc1005--bc1112
m64279e_221216_133213/1443022/ccs	1472	55.23	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1443175/ccs	1473	51.05	31.59	4356_bc1005--bc1112
m64279e_221216_133213/1443229/ccs/fwd	1472	55.23	31.12	4356_bc1005--bc1112
m64279e_221216_133213/1443229/ccs/rev	1483	54.01	48.84	4356_bc1005--bc1112
m64279e_221216_133213/1443361/ccs	1474	51.09	84.59	4356_bc1005--bc1112
m64279e_221216_133213/1443437/ccs	1473	53.77	34.57	4356_bc1005--bc1112
m64279e_221216_133213/1443453/ccs	1464	54.78	92.96	4356_bc1005--bc1112
m64279e_221216_133213/1443479/ccs	1472	55.23	85.28	4356_bc1005--bc1112
m64279e_221216_133213/1443632/ccs	1483	54.96	26.08	4356_bc1005--bc1112
m64279e_221216_133213/1443781/ccs	1473	50.92	33.17	4356_bc1005--bc1112
m64279e_221216_133213/1444176/ccs	1474	51.09	70.81	4356_bc1005--bc1112
m64279e_221216_133213/1444235/ccs	1474	51.09	65.68	4356_bc1005--bc1112
m64279e_221216_133213/1444358/ccs	1499	53.04	30.82	4356_bc1005--bc1112
m64279e_221216_133213/1444384/ccs	1464	54.78	27.91	4356_bc1005--bc1112
m64279e_221216_133213/1444628/ccs/fwd	1472	55.16	49.80	4356_bc1005--bc1112
m64279e_221216_133213/1444628/ccs/rev	1483	54.01	92.42	4356_bc1005--bc1112
m64279e_221216_133213/1507678/ccs	1464	54.92	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1507701/ccs/fwd	1464	54.78	44.66	4356_bc1005--bc1112
m64279e_221216_133213/1507701/ccs/rev	1465	54.81	41.28	4356_bc1005--bc1112
m64279e_221216_133213/1507925/ccs	1474	51.09	89.80	4356_bc1005--bc1112
m64279e_221216_133213/1507982/ccs	1498	53.07	93.00	4356_bc1005--bc1112
m64279e_221216_133213/1508255/ccs	1483	54.01	90.29	4356_bc1005--bc1112
